"Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","LKT","NumBases","PctFromCtg","CumSum","PctCumSum","NumContigs","ContigSum","LargestContigSize","N50","L50","N90","ProbNumGenomes","Num16S"
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__c__Betaproteobacteria",3691,100,4050509814,100,2,1095,548,548,2,547,0,1
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_saccharoperbutylacetonicum","LKT__s__Clostridium_saccharoperbutylacetonicum",3678,100,4050513492,100,1,1028,1028,1028,1,1028,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_amylolyticum","LKT__s__Clostridium_amylolyticum",3647,100,4050517139,100,2,1455,822,822,2,633,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_stercoris","LKT__s__Bacteroides_stercoris",3456,100,4050520595,100,1,592,592,592,1,592,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_L74","LKT__s__Clostridium_Unclassified_L74",3432,100,4050524027,100,1,811,811,811,1,811,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_NCR","LKT__s__Clostridium_Unclassified_NCR",3347,100,4050527374,100,1,698,698,698,1,698,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola_massiliensis","LKT__s__Phocaeicola_massiliensis",3199,100,4050530573,100,1,805,805,805,1,805,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_puniceum","LKT__s__Clostridium_puniceum",2943,100,4050533516,100,1,821,821,821,1,821,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Staphylococcaceae","g__Staphylococcus","s__Staphylococcus_aureus","LKT__s__Staphylococcus_aureus",2883,100,4050536399,100,2,1197,660,660,2,537,0,1
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_tetani","LKT__s__Clostridium_tetani",2786,100,4050539185,100,1,648,648,648,1,648,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Unclassified","s__Unclassified","LKT__f__Alcaligenaceae",2778,100,4050541963,100,4,2233,609,555,3,525,0,1
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Parabacteroides_Unclassified_AF27_14","LKT__s__Parabacteroides_Unclassified_AF27_14",2336,100,4050544299,100,1,551,551,551,1,551,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Unclassified","LKT__g__Prevotella",2294,100,4050546593,100,1,652,652,652,1,652,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_oryzae","LKT__s__Clostridium_oryzae",2239,100,4050548832,100,1,577,577,577,1,577,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_Unclassified_OM05_10AA","LKT__s__Bacteroides_Unclassified_OM05_10AA",2235,100,4050551067,100,1,601,601,601,1,601,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_KNHs214","LKT__s__Clostridium_Unclassified_KNHs214",2222,100,4050553289,100,1,725,725,725,1,725,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__c__Clostridia",2048,100,4050555337,100,1,598,598,598,1,598,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_JN_1","LKT__s__Clostridium_Unclassified_JN_1",2004,100,4050557341,100,2,1059,544,544,2,515,0,1
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_moniliforme","LKT__s__Clostridium_moniliforme",1921,100,4050559262,100,1,644,644,644,1,644,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__Prevotella_Unclassified_Marseille_P4119","LKT__s__Prevotella_Unclassified_Marseille_P4119",1740,100,4050561002,100,1,502,502,502,1,502,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_aciditolerans","LKT__s__Clostridium_aciditolerans",1677,100,4050562679,100,1,684,684,684,1,684,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__Phocaeicola_plebeius","LKT__s__Phocaeicola_plebeius",1617,100,4050564296,100,1,515,515,515,1,515,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_pascui","LKT__s__Clostridium_pascui",1555,100,4050565851,100,1,767,767,767,1,767,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Epsilonproteobacteria","o__Campylobacterales","f__Thiovulaceae","g__Sulfurimonas","s__Sulfurimonas_paralvinellae","LKT__s__Sulfurimonas_paralvinellae",1298,100,4050567149,100,1,684,684,684,1,684,0,1
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_3_3","LKT__s__Clostridium_Unclassified_3_3",1292,100,4050568441,100,1,591,591,591,1,591,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_argentinense","LKT__s__Clostridium_argentinense",1101,100,4050569542,100,1,549,549,549,1,549,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_intestinale","LKT__s__Clostridium_intestinale",437,100,4050569979,100,1,616,616,616,1,616,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Unclassified","s__Unclassified","LKT__f__Burkholderiaceae",429,100,4050570408,100,1,588,588,588,1,588,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_tetanomorphum","LKT__s__Clostridium_tetanomorphum",407,100,4050570815,100,1,507,507,507,1,507,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_parapertussis","LKT__s__Bordetella_parapertussis",376,100,4050571191,100,1,539,539,539,1,539,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_pseudomallei","LKT__s__Burkholderia_pseudomallei",268,100,4050571459,100,1,679,679,679,1,679,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_JN_9","LKT__s__Clostridium_Unclassified_JN_9",150,100,4050571609,100,1,539,539,539,1,539,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_UMC46","LKT__s__Achromobacter_Unclassified_UMC46",143,100,4050571752,100,1,502,502,502,1,502,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_genomosp_6","LKT__s__Bordetella_genomosp_6",135,100,4050571887,100,1,544,544,544,1,544,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_genomosp_13","LKT__s__Bordetella_genomosp_13",113,100,4050572000,100,1,509,509,509,1,509,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__c__Alphaproteobacteria",0,100,4050572000,100,1,593,593,593,1,593,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Bordetella","s__Bordetella_pseudohinzii","LKT__s__Bordetella_pseudohinzii",0,100,4050572000,100,1,564,564,564,1,564,0,0
"d__Bacteria","k__Bacteria","p__Candidatus_Kryptonia","c__Missing","o__Missing","f__Missing","g__Candidatus_Kryptobacter","s__Candidatus_Kryptobacter_tengchongensis","LKT__s__Candidatus_Kryptobacter_tengchongensis",0,100,4050572000,100,1,616,616,616,1,616,0,0
