"Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","LKT","NumBases","PctFromCtg","CumSum","PctCumSum","NumContigs","ContigSum","LargestContigSize","N50","L50","N90","ProbNumGenomes","Num16S"
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_NSJ_6","LKT__s__Clostridium_Unclassified_NSJ_6",71247,100,4048449812,99.88,1,7790,7790,7790,1,7790,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_insuavis","LKT__s__Achromobacter_insuavis",70913,100,4048520725,99.88,19,16246,1393,881,12,678,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriales_Family_XIII_Incertae_Sedis","g__Anaerovorax","s__Anaerovorax_Unclassified_IOR16","LKT__s__Anaerovorax_Unclassified_IOR16",66556,100,4048587281,99.88,1,8237,8237,8237,1,8237,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_perfringens","LKT__s__Clostridium_perfringens",66117,100,4048653398,99.89,3,9239,5887,5887,3,2762,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Cellulosilyticum","s__Cellulosilyticum_lentocellum","LKT__s__Cellulosilyticum_lentocellum",65930,100,4048719328,99.89,35,22285,1888,574,21,513,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Marinilabiliales","f__Marinilabiliaceae","g__Geofilum","s__Geofilum_rubicundum","LKT__s__Geofilum_rubicundum",65816,100,4048785144,99.89,1,5917,5917,5917,1,5917,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_algifaecis","LKT__s__Clostridium_algifaecis",65682,100,4048850826,99.89,2,8322,6872,6872,2,1450,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_guangxiense","LKT__s__Clostridium_guangxiense",65676,100,4048916502,99.89,1,7548,7548,7548,1,7548,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_C2_6_12","LKT__s__Clostridium_Unclassified_C2_6_12",65605,100,4048982107,99.89,2,7675,4668,4668,2,3007,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_polyendosporum","LKT__s__Clostridium_polyendosporum",64165,100,4049046272,99.89,2,8415,7883,7883,2,7883,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_cenocepacia","LKT__s__Burkholderia_cenocepacia",63418,100,4049109690,99.9,14,15023,4428,1074,11,581,0,0
"d__Bacteria","k__Bacteria","p__Actinobacteria","c__Actinomycetia","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_pseudolongum","LKT__s__Bifidobacterium_pseudolongum",62424,100,4049172114,99.9,9,13453,2933,1901,7,784,0.01,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_acetireducens","LKT__s__Clostridium_acetireducens",61718,100,4049233832,99.9,3,8843,7535,7535,3,656,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Butyrivibrio","s__Unclassified","LKT__g__Butyrivibrio",61171,100,4049295003,99.9,16,13408,1826,764,11,544,0,1
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_JN_1","LKT__s__Clostridium_Unclassified_JN_1",59959,100,4049354962,99.9,3,8203,5820,5820,3,1133,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_luticellarii","LKT__s__Clostridium_luticellarii",57084,100,4049412046,99.9,2,6251,4176,4176,2,2075,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_P21","LKT__s__Clostridium_Unclassified_P21",56662,100,4049468708,99.91,3,7101,3588,3588,3,2896,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_tyrobutyricum","LKT__s__Clostridium_tyrobutyricum",56433,100,4049525141,99.91,2,6617,5617,5617,2,1000,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Unclassified","g__Unclassified","s__Unclassified","LKT__o__Enterobacterales",55596,100,4049580737,99.91,13,9875,1483,705,9,529,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_grantii","LKT__s__Clostridium_grantii",55015,100,4049635752,99.91,1,6671,6671,6671,1,6671,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Unclassified","s__Unclassified","LKT__f__Burkholderiaceae",53900,100,4049689652,99.91,14,12903,2276,923,10,547,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_UMC46","LKT__s__Achromobacter_Unclassified_UMC46",53380,100,4049743032,99.91,6,8444,2911,1926,5,605,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Unclassified","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__p__Firmicutes",49268,100,4049792300,99.91,6,4998,1368,816,4,558,0,1
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_Unclassified_3_1_23","LKT__s__Bacteroides_Unclassified_3_1_23",49145,100,4049841445,99.91,1,4115,4115,4115,1,4115,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnoclostridium","s__Lachnoclostridium_edouardi","LKT__s__Lachnoclostridium_edouardi",48068,100,4049889513,99.92,1,6026,6026,6026,1,6026,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_RTa","LKT__s__Achromobacter_Unclassified_RTa",47994,100,4049937507,99.92,10,9173,2382,1196,8,518,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_bowmanii","LKT__s__Clostridium_bowmanii",47632,100,4049985139,99.92,1,5105,5105,5105,1,5105,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_thiosulfatireducens","LKT__s__Clostridium_thiosulfatireducens",46954,100,4050032093,99.92,1,6382,6382,6382,1,6382,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_DJ247","LKT__s__Clostridium_Unclassified_DJ247",45765,100,4050077858,99.92,3,5820,4673,4673,3,627,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_fungisolvens","LKT__s__Clostridium_fungisolvens",45603,100,4050123461,99.92,1,6165,6165,6165,1,6165,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_kluyveri","LKT__s__Clostridium_kluyveri",45556,100,4050169017,99.92,2,5434,3790,3790,2,1644,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_DL_VIII","LKT__s__Clostridium_Unclassified_DL_VIII",44407,100,4050213424,99.92,2,6336,5804,5804,2,5804,0,1
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_DSM_8431","LKT__s__Clostridium_Unclassified_DSM_8431",44372,100,4050257796,99.92,2,5473,3375,3375,2,2098,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_stagnalis","LKT__s__Burkholderia_stagnalis",44067,100,4050301863,99.93,3,3838,2162,2162,3,774,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_tetanomorphum","LKT__s__Clostridium_tetanomorphum",43792,100,4050345655,99.93,2,5204,3958,3958,2,1246,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Hungatella","s__Hungatella_hathewayi","LKT__s__Hungatella_hathewayi",43513,100,4050389168,99.93,1,5130,5130,5130,1,5130,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Coprococcus","s__Coprococcus_Unclassified_AF21_14LB","LKT__s__Coprococcus_Unclassified_AF21_14LB",42055,100,4050431223,99.93,1,5280,5280,5280,1,5280,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_faecis","LKT__s__Bacteroides_faecis",41064,100,4050472287,99.93,1,5129,5129,5129,1,5129,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_aciditolerans","LKT__s__Clostridium_aciditolerans",40455,100,4050512742,99.93,1,4612,4612,4612,1,4612,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_putrefaciens","LKT__s__Clostridium_putrefaciens",39096,100,4050551838,99.93,1,4595,4595,4595,1,4595,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_cadaveris","LKT__s__Clostridium_cadaveris",38728,100,4050590566,99.93,1,4941,4941,4941,1,4941,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Unclassified","g__Unclassified","s__Unclassified","LKT__o__Burkholderiales",37505,100,4050628071,99.93,14,9702,892,717,9,509,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_Sa3CUN1","LKT__s__Clostridium_Unclassified_Sa3CUN1",36376,100,4050664447,99.93,1,3847,3847,3847,1,3847,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_tarantellae","LKT__s__Clostridium_tarantellae",34827,100,4050699274,99.94,1,4184,4184,4184,1,4184,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_intestinalis","LKT__s__Bacteroides_intestinalis",34042,100,4050733316,99.94,2,3938,3407,3407,2,531,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_territorii","LKT__s__Burkholderia_territorii",33976,100,4050767292,99.94,9,8740,1809,1068,6,517,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_vietnamiensis","LKT__s__Burkholderia_vietnamiensis",33069,100,4050800361,99.94,9,7880,1487,951,6,595,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","s__Unclassified","LKT__g__Klebsiella",33060,100,4050833421,99.94,2,4200,2176,2176,2,2024,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_tepidum","LKT__s__Clostridium_tepidum",32732,100,4050866153,99.94,3,2488,1267,1267,3,545,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_spanius","LKT__s__Achromobacter_spanius",31850,100,4050898003,99.94,11,7537,1387,655,7,530,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnoclostridium","s__Clostridium_symbiosum","LKT__s__Clostridium_symbiosum",31630,100,4050929633,99.94,1,4440,4440,4440,1,4440,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_pestifer","LKT__s__Achromobacter_pestifer",31568,100,4050961201,99.94,5,6930,2121,1690,4,769,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_diffusa","LKT__s__Burkholderia_diffusa",30373,100,4050991574,99.94,6,7468,1993,1483,4,798,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_ubonensis","LKT__s__Burkholderia_ubonensis",30108,100,4051021682,99.94,9,7651,1196,1019,6,579,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_albertii","LKT__s__Escherichia_albertii",29774,100,4051051456,99.94,6,6077,1248,1171,4,924,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__c__Gammaproteobacteria",29560,100,4051081016,99.95,9,6700,1092,805,6,555,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Parabacteroides_massiliensis","LKT__s__Parabacteroides_massiliensis",29524,100,4051110540,99.95,1,3761,3761,3761,1,3761,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_tepidiprofundi","LKT__s__Clostridium_tepidiprofundi",28800,100,4051139340,99.95,1,3266,3266,3266,1,3266,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_uliginosum","LKT__s__Clostridium_uliginosum",28129,100,4051167469,99.95,2,3994,3366,3366,2,628,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Pluralibacter","s__Pluralibacter_gergoviae","LKT__s__Pluralibacter_gergoviae",28094,100,4051195563,99.95,2,3612,2654,2654,2,958,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Shigella","s__Shigella_dysenteriae","LKT__s__Shigella_dysenteriae",27681,100,4051223244,99.95,3,4949,2111,2096,2,742,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","s__Citrobacter_Unclassified_Marseille_Q3906","LKT__s__Citrobacter_Unclassified_Marseille_Q3906",27546,100,4051250790,99.95,1,3809,3809,3809,1,3809,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","s__Unclassified","LKT__g__Citrobacter",27434,100,4051278224,99.95,4,3967,1600,1064,3,637,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_Marseille_Q0513","LKT__s__Achromobacter_Unclassified_Marseille_Q0513",27365,100,4051305589,99.95,5,6318,2570,1220,4,679,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_taeniosporum","LKT__s__Clostridium_taeniosporum",27177,100,4051332766,99.95,6,4408,1656,623,5,511,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_bouchesdurhonensis","LKT__s__Bacteroides_bouchesdurhonensis",26990,100,4051359756,99.95,1,2609,2609,2609,1,2609,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","s__Klebsiella_pneumoniae","LKT__s__Klebsiella_pneumoniae",26722,100,4051386478,99.95,5,4955,1475,1228,4,529,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Fusicatenibacter","s__Fusicatenibacter_Unclassified_CLA_AA_H277","LKT__s__Fusicatenibacter_Unclassified_CLA_AA_H277",26372,100,4051412850,99.95,1,3438,3438,3438,1,3438,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","s__Citrobacter_freundii","LKT__s__Citrobacter_freundii",25276,100,4051438126,99.95,2,4022,3138,3138,2,884,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_baratii","LKT__s__Clostridium_baratii",24267,100,4051462393,99.95,3,4015,2309,2309,3,593,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_latens","LKT__s__Burkholderia_latens",24080,100,4051486473,99.96,4,5233,2133,1540,3,763,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_whittamii","LKT__s__Escherichia_whittamii",23569,100,4051510042,99.96,2,3469,1893,1893,2,1576,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_Unclassified_3_1_33FAA","LKT__s__Bacteroides_Unclassified_3_1_33FAA",23273,100,4051533315,99.96,1,3720,3720,3720,1,3720,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_thailandensis","LKT__s__Burkholderia_thailandensis",22878,100,4051556193,99.96,2,1626,986,986,2,640,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Defluviitaleaceae","g__Defluviitalea","s__Defluviitalea_phaphyphila","LKT__s__Defluviitalea_phaphyphila",22877,100,4051579070,99.96,1,2725,2725,2725,1,2725,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Moraxellales","f__Moraxellaceae","g__Acinetobacter","s__Unclassified","LKT__g__Acinetobacter",22763,100,4051601833,99.96,1,3460,3460,3460,1,3460,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_UMC71","LKT__s__Achromobacter_Unclassified_UMC71",22374,100,4051624207,99.96,7,5674,1698,772,5,546,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_M14","LKT__s__Clostridium_Unclassified_M14",21885,100,4051646092,99.96,5,4228,1017,873,3,626,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_agilis","LKT__s__Achromobacter_agilis",21171,100,4051667263,99.96,3,4908,3463,3463,3,655,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_frigoris","LKT__s__Clostridium_frigoris",20855,100,4051688118,99.96,1,2578,2578,2578,1,2578,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Lelliottia","s__Lelliottia_amnigena","LKT__s__Lelliottia_amnigena",20068,100,4051708186,99.96,1,2400,2400,2400,1,2400,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","s__Unclassified","LKT__g__Enterobacter",20036,100,4051728222,99.96,2,3073,1672,1672,2,1401,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_fermenticellae","LKT__s__Clostridium_fermenticellae",20034,100,4051748256,99.96,1,994,994,994,1,994,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Shigella","s__Shigella_sonnei","LKT__s__Shigella_sonnei",19383,100,4051767639,99.96,3,3130,1818,1818,3,585,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_HV4_5_A1G","LKT__s__Clostridium_Unclassified_HV4_5_A1G",19339,100,4051786978,99.96,1,2685,2685,2685,1,2685,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_Unclassified_CS001","LKT__s__Clostridium_Unclassified_CS001",19257,100,4051806235,99.96,1,2225,2225,2225,1,2225,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Shigella","s__Shigella_boydii","LKT__s__Shigella_boydii",18591,100,4051824826,99.96,3,3015,1552,1552,3,602,0,0
"d__Bacteria","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_caccae","LKT__s__Bacteroides_caccae",18529,100,4051843355,99.96,1,3288,3288,3288,1,3288,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_arboris","LKT__s__Burkholderia_arboris",18021,100,4051861376,99.96,4,4111,1543,1043,3,624,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","s__Enterobacter_ludwigii","LKT__s__Enterobacter_ludwigii",17764,100,4051879140,99.96,1,2238,2238,2238,1,2238,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_senegalense","LKT__s__Clostridium_senegalense",17408,100,4051896548,99.97,1,2359,2359,2359,1,2359,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Pseudoramibacter","s__Pseudoramibacter_alactolyticus","LKT__s__Pseudoramibacter_alactolyticus",17394,100,4051913942,99.97,1,2501,2501,2501,1,2501,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_Bel","LKT__s__Achromobacter_Unclassified_Bel",16561,100,4051930503,99.97,5,4145,1379,827,4,546,0,0
"d__Bacteria","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium","s__Clostridium_cagae","LKT__s__Clostridium_cagae",16331,100,4051946834,99.97,3,2846,1130,1061,2,655,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","s__Escherichia_fergusonii","LKT__s__Escherichia_fergusonii",16060,100,4051962894,99.97,4,3265,1255,820,3,526,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_veterisilvae","LKT__s__Achromobacter_veterisilvae",15973,100,4051978867,99.97,5,3960,1045,816,3,510,0,0
"d__Bacteria","k__Bacteria","p__Rhodothermaeota","c__Rhodothermia","o__Rhodothermales","f__Salisaetaceae","g__Longibacter","s__Longibacter_salinarum","LKT__s__Longibacter_salinarum",15607,100,4051994474,99.97,1,735,735,735,1,735,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Burkholderia","s__Burkholderia_ambifaria","LKT__s__Burkholderia_ambifaria",15519,100,4052009993,99.97,5,4483,1702,878,4,593,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_Unclassified_MFA1_R4","LKT__s__Achromobacter_Unclassified_MFA1_R4",15126,100,4052025119,99.97,3,3131,1487,909,2,735,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_kerstersii","LKT__s__Achromobacter_kerstersii",15060,100,4052040179,99.97,4,3372,1096,965,3,539,0,0
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Unclassified","f__Unclassified","g__Unclassified","s__Unclassified","LKT__c__Betaproteobacteria",14911,100,4052055090,99.97,7,5089,1204,655,5,527,0,1
"d__Bacteria","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","s__Achromobacter_mucicolens","LKT__s__Achromobacter_mucicolens",14785,100,4052069875,99.97,4,3739,1208,1105,3,644,0,0
