species,S1_GItract_HiSeq_cami,tax_id
PARABACTEROIDES_SP._CH2-D42-20,0.0,2320086
PARABACTEROIDES_SP._D13,0.0,563193
PARABACTEROIDES_SP._D26,0.0,658662
AUREIMONAS_PSEUDOGALII,0.0,1744844
PARABACTEROIDES_SP._OF01-14,0.0,2293123
MURIBACULUM_SP._NM65-B17,0.0,2516961
MICROMONOSPORA_AVICENNIAE,0.0,1198245
MARINOBACTER_NAUTICUS,0.0,2743
MARINOBACTER_SP._YWL01,0.0,1766722
BACTEROIDES_SP._AM23-18,0.0,2292943
BACTEROIDES_SP._AM41-16,0.0,2292952
BACTEROIDES_SP._OM05-10AA,0.0,2292282
HERBASPIRILLUM_CAMELLIAE,0.0,1892903
BACTEROIDES_PROPIONICIFACIENS,0.0,392838
BACTEROIDES_RODENTIUM,0.0,691816
BARNESIELLA_SP._GGCC-0306,0.0,2731211
BARNESIELLA_INTESTINIHOMINIS,0.0,487174
ENTEROBACTER_HORMAECHEI,0.0,158836
ECHINICOLA_ROSEA,0.0,1807691
DUGANELLA_SP._LEAF126,0.0,1736266
DOREA_LONGICATENA,0.0,88431
DEVOSIA_SP._ROOT105,0.0,1736423
ACETIVIBRIO_THERMOCELLUS,0.0,1515
