TAX_ID,genus,RA,Source,SampleID
2591381,DYSOSMOBACTER,0.0,jams202212,SRR11487938
84111,EGGERTHELLA,0.0,jams202212,SRR11487938
1730,EUBACTERIUM,0.0,jams202212,SRR11487938
1637,LISTERIA,0.0,jams202212,SRR11487938
1918452,EXTIBACTER,0.0,jams202212,SRR11487938
237,FLAVOBACTERIUM,0.0,jams202212,SRR11487938
204475,GEMMIGER,0.0,jams202212,SRR11487938
644652,GORDONIBACTER,0.0,jams202212,SRR11487938
963,HERBASPIRILLUM,0.0,jams202212,SRR11487938
642,AEROMONAS,0.0,jams202212,SRR11487938
2899543,INTESTINIRHABDUS,0.0,jams202212,SRR11487938
5986,ISOTRICHA,0.0,jams202212,SRR11487938
1506553,LACHNOCLOSTRIDIUM,0.0,jams202212,SRR11487938
2767842,LACTIPLANTIBACILLUS,0.0,jams202212,SRR11487938
2767887,LIGILACTOBACILLUS,0.0,jams202212,SRR11487938
662,VIBRIO,0.0,jams202212,SRR11487938
1678,BIFIDOBACTERIUM,0.1781311781311781,jams202212,SRR11487940
838,PREVOTELLA,0.1171621171621171,jams202212,SRR11487940
816,BACTEROIDES,0.1074951074951075,jams202212,SRR11487940
841,ROSEBURIA,0.0854470854470854,jams202212,SRR11487940
239759,ALISTIPES,0.0544340544340544,jams202212,SRR11487940
102106,COLLINSELLA,0.0529150529150529,jams202212,SRR11487940
561,ESCHERICHIA,0.0528330528330528,jams202212,SRR11487940
375288,PARABACTEROIDES,0.0507050507050507,jams202212,SRR11487940
239934,AKKERMANSIA,0.0501760501760501,jams202212,SRR11487940
572511,BLAUTIA,0.0467470467470467,jams202212,SRR11487940
1263,RUMINOCOCCUS,0.0458420458420458,jams202212,SRR11487940
216851,FAECALIBACTERIUM,0.0373510373510373,jams202212,SRR11487940
2569097,ANAEROBUTYRICUM,0.0338220338220338,jams202212,SRR11487940
207244,ANAEROSTIPES,0.0327000327000327,jams202212,SRR11487940
1578,LACTOBACILLUS,0.0324210324210324,jams202212,SRR11487940
1485,CLOSTRIDIUM,0.0083360083360083,jams202212,SRR11487940
12908,UNCLASSIFIED,0.0017730017730017,jams202212,SRR11487940
909656,PHOCAEICOLA,0.0002090002090002,jams202212,SRR11487940
620,SHIGELLA,0.0001980001980001,jams202212,SRR11487940
1350,ENTEROCOCCUS,0.0001750001750001,jams202212,SRR11487940
189330,DOREA,0.0001220001220001,jams202212,SRR11487940
2811390,SPOROFACIENS,7.7000077000077e-05,jams202212,SRR11487940
570,KLEBSIELLA,7.7000077000077e-05,jams202212,SRR11487940
33042,COPROCOCCUS,7.3000073000073e-05,jams202212,SRR11487940
2719313,ENTEROCLOSTER,6.2000062000062e-05,jams202212,SRR11487940
1392389,INTESTINIMONAS,5.8000058000058e-05,jams202212,SRR11487940
830,BUTYRIVIBRIO,5.5000055000055e-05,jams202212,SRR11487940
2888809,NOVISYNTROPHOCOCCUS,5.2000052000052e-05,jams202212,SRR11487940
244127,ANAEROTRUNCUS,4.7000047000047e-05,jams202212,SRR11487940
184027,GOLOVINOMYCES,4.6000046000046e-05,jams202212,SRR11487940
2895461,MASSILIIMALIA,4.1000041000041e-05,jams202212,SRR11487940
1849822,PARACLOSTRIDIUM,4.000004000004e-05,jams202212,SRR11487940
2767887,LIGILACTOBACILLUS,3.4000034000034e-05,jams202212,SRR11487940
590,SALMONELLA,3.1000031000031e-05,jams202212,SRR11487940
1870884,CLOSTRIDIOIDES,3.000003000003e-05,jams202212,SRR11487940
1730,EUBACTERIUM,2.4000024000024e-05,jams202212,SRR11487940
1164882,LACHNOANAEROBACULUM,2.2000022000022e-05,jams202212,SRR11487940
45669,SALINICOCCUS,1.8000018000018e-05,jams202212,SRR11487940
644652,GORDONIBACTER,1.6000016000016e-05,jams202212,SRR11487940
1508657,RUMINICLOSTRIDIUM,1.5000015000015e-05,jams202212,SRR11487940
662,VIBRIO,1.3000013000013e-05,jams202212,SRR11487940
1301,STREPTOCOCCUS,7.000007000007e-06,jams202212,SRR11487940
194,CAMPYLOBACTER,2.000002000002e-06,jams202212,SRR11487940
447020,ADLERCREUTZIA,1.000001000001e-06,jams202212,SRR11487940
580596,BUTYRICICOCCUS,0.0,jams202212,SRR11487940
2591381,DYSOSMOBACTER,0.0,jams202212,SRR11487940
156973,DYSGONOMONAS,0.0,jams202212,SRR11487940
1504576,PSEUDOCITROBACTER,0.0,jams202212,SRR11487940
1017280,PSEUDOFLAVONIFRACTOR,0.0,jams202212,SRR11487940
286,PSEUDOMONAS,0.0,jams202212,SRR11487940
160674,RAOULTELLA,0.0,jams202212,SRR11487940
544,CITROBACTER,0.0,jams202212,SRR11487940
1905344,RUTHENIBACTERIUM,0.0,jams202212,SRR11487940
642,AEROMONAS,0.0,jams202212,SRR11487940
2981631,BROTOLIMICOLA,0.0,jams202212,SRR11487940
29521,BRACHYSPIRA,0.0,jams202212,SRR11487940
1769710,SELLIMONAS,0.0,jams202212,SRR11487940
1386,BACILLUS,0.0,jams202212,SRR11487940
28453,SPHINGOBACTERIUM,0.0,jams202212,SRR11487940
5052,ASPERGILLUS,0.0,jams202212,SRR11487940
1279,STAPHYLOCOCCUS,0.0,jams202212,SRR11487940
1924093,ANAEROMASSILIBACILLUS,0.0,jams202212,SRR11487940
101853,PEZICULA,0.0,jams202212,SRR11487940
1649459,HUNGATELLA,0.0,jams202212,SRR11487940
547,ENTEROBACTER,0.0,jams202212,SRR11487940
237,FLAVOBACTERIUM,0.0,jams202212,SRR11487940
2899543,INTESTINIRHABDUS,0.0,jams202212,SRR11487940
5986,ISOTRICHA,0.0,jams202212,SRR11487940
1573535,HOLDEMANELLA,0.0,jams202212,SRR11487940
963,HERBASPIRILLUM,0.0,jams202212,SRR11487940
1506553,LACHNOCLOSTRIDIUM,0.0,jams202212,SRR11487940
2719231,LACRIMISPORA,0.0,jams202212,SRR11487940
2767842,LACTIPLANTIBACILLUS,0.0,jams202212,SRR11487940
204475,GEMMIGER,0.0,jams202212,SRR11487940
2742598,LIMOSILACTOBACILLUS,0.0,jams202212,SRR11487940
2941495,OTOOLEA,0.0,jams202212,SRR11487940
1637,LISTERIA,0.0,jams202212,SRR11487940
404235,MARITIMIBACTER,0.0,jams202212,SRR11487940
2005359,FAECALICATENA,0.0,jams202212,SRR11487940
2023705,MEMBRANIHABITANS,0.0,jams202212,SRR11487940
1763,MYCOBACTERIUM,0.0,jams202212,SRR11487940
2675232,NEOBACILLUS,0.0,jams202212,SRR11487940
1918452,EXTIBACTER,0.0,jams202212,SRR11487940
283168,ODORIBACTER,0.0,jams202212,SRR11487940
84111,EGGERTHELLA,0.0,jams202212,SRR11487940
