SampleID,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA,Pipeline,threshold,Source
SRR17380242,43,0.6512,0.0102,14.159,0.7762,0.0172,100.0,6.6539,jams,0.0,tourlousse
SRR17380243,35,0.5914,0.0124,10.732,0.7779,0.0192,100.0,6.5015,jams,0.0,tourlousse
SRR17380244,40,0.6313,0.011,12.2247,0.7758,0.0179,100.0,6.9,jams,0.0,tourlousse
SRR17380245,43,0.6571,0.0102,14.146,0.7764,0.017,100.0,6.6244,jams,0.0,tourlousse
SRR17380246,40,0.6321,0.0112,10.6141,0.7727,0.0178,100.0,7.1679,jams,0.0,tourlousse
SRR17380241,2991,0.5945,0.0002,84.4364,0.6918,0.0027,100.0,21.0065,wgsa2,0.0,tourlousse
SRR17380242,3069,0.5864,0.0002,85.0036,0.6897,0.0027,100.0,21.1566,wgsa2,0.0,tourlousse
SRR17380243,2978,0.5967,0.0002,84.4862,0.6922,0.0027,100.0,20.8576,wgsa2,0.0,tourlousse
SRR17380244,3101,0.5933,0.0002,87.3076,0.6925,0.0026,100.0,21.0032,wgsa2,0.0,tourlousse
SRR17380245,3060,0.5954,0.0002,86.3309,0.6927,0.0026,100.0,20.941,wgsa2,0.0,tourlousse
SRR17380246,3022,0.5951,0.0002,85.3077,0.6925,0.0027,100.0,20.985,wgsa2,0.0,tourlousse
SRR17380241,2659,0.5208,0.0003,144.7338,0.5308,0.0034,100.0,27.1282,woltka,0.0,tourlousse
SRR17380242,3356,0.5244,0.0003,156.7421,0.531,0.003,100.0,27.7533,woltka,0.0,tourlousse
SRR17380243,2735,0.5217,0.0003,146.6864,0.5311,0.0034,100.0,27.1411,woltka,0.0,tourlousse
SRR17380244,3088,0.5194,0.0003,154.7923,0.5301,0.0032,100.0,27.1434,woltka,0.0,tourlousse
SRR17380245,2940,0.5197,0.0003,150.4796,0.5301,0.0033,100.0,27.0826,woltka,0.0,tourlousse
SRR17380246,2721,0.5191,0.0003,146.656,0.5302,0.0034,100.0,27.1132,woltka,0.0,tourlousse
SRR17380241,15,0.6588,0.0018,1.7116,0.9196,0.0023,100.0,0.0,biobakery4,1e-05,tourlousse
SRR17380242,15,0.6349,0.0018,1.8567,0.9185,0.0024,100.0,0.0,biobakery4,1e-05,tourlousse
SRR17380243,15,0.6416,0.0018,1.9887,0.9203,0.0024,100.0,0.0,biobakery4,1e-05,tourlousse
SRR17380244,15,0.6284,0.0019,1.8273,0.9153,0.0024,100.0,0.0,biobakery4,1e-05,tourlousse
SRR17380245,15,0.6673,0.0017,1.6908,0.9221,0.0023,100.0,0.0,biobakery4,1e-05,tourlousse
SRR17380246,15,0.645,0.0018,1.8257,0.9199,0.0024,100.0,0.0,biobakery4,1e-05,tourlousse
SRR17380241,19,0.0685,0.0035,2.8585,0.8028,0.004,100.0,0.0,jams,1e-05,tourlousse
SRR17380242,19,0.0699,0.0034,3.0443,0.8034,0.0041,100.0,0.0,jams,1e-05,tourlousse
SRR17380243,19,0.0715,0.0034,2.8464,0.8049,0.004,100.0,0.0,jams,1e-05,tourlousse
SRR17380244,19,0.0671,0.0034,2.8565,0.8044,0.004,100.0,0.0,jams,1e-05,tourlousse
SRR17380245,19,0.0674,0.0034,2.8435,0.8038,0.004,100.0,0.0,jams,1e-05,tourlousse
SRR17380246,19,0.0661,0.0035,3.0762,0.8022,0.0041,100.0,0.0,jams,1e-05,tourlousse
SRR17380241,17,0.0588,0.0036,2.8562,0.8157,0.0047,100.0,0.0,wgsa2,1e-05,tourlousse
SRR17380242,17,0.0603,0.0036,2.918,0.8144,0.0047,100.0,0.0,wgsa2,1e-05,tourlousse
SRR17380243,17,0.0586,0.0036,2.8552,0.8154,0.0047,100.0,0.0,wgsa2,1e-05,tourlousse
SRR17380244,17,0.0579,0.0036,2.8562,0.8166,0.0047,100.0,0.0,wgsa2,1e-05,tourlousse
SRR17380245,17,0.0583,0.0036,2.844,0.8167,0.0047,100.0,0.0,wgsa2,1e-05,tourlousse
SRR17380246,17,0.0586,0.0036,2.8549,0.8162,0.0047,100.0,0.0,wgsa2,1e-05,tourlousse
SRR17380241,18,0.056,0.0073,3.7226,0.6054,0.0086,100.0,0.0,woltka,1e-05,tourlousse
SRR17380242,18,0.0568,0.0072,3.6942,0.6082,0.0084,100.0,0.0,woltka,1e-05,tourlousse
SRR17380243,18,0.0555,0.0073,3.7162,0.6058,0.0086,100.0,0.0,woltka,1e-05,tourlousse
SRR17380244,18,0.055,0.0073,3.7255,0.6044,0.0086,100.0,0.0,woltka,1e-05,tourlousse
SRR17380245,18,0.0554,0.0073,3.7281,0.6042,0.0086,100.0,0.0,woltka,1e-05,tourlousse
SRR17380246,18,0.0555,0.0073,3.7368,0.6044,0.0086,100.0,0.0,woltka,1e-05,tourlousse
SRR17380241,15,0.6588,0.0018,1.7116,0.9196,0.0023,100.0,0.0,biobakery4,0,tourlousse
SRR17380242,15,0.6349,0.0018,1.8567,0.9185,0.0024,100.0,0.0,biobakery4,0,tourlousse
SRR17380243,15,0.6416,0.0018,1.9887,0.9203,0.0024,100.0,0.0,biobakery4,0,tourlousse
SRR17380244,15,0.6284,0.0019,1.8273,0.9153,0.0024,100.0,0.0,biobakery4,0,tourlousse
SRR17380245,15,0.6673,0.0017,1.6908,0.9221,0.0023,100.0,0.0,biobakery4,0,tourlousse
SRR17380246,15,0.645,0.0018,1.8257,0.9199,0.0024,100.0,0.0,biobakery4,0,tourlousse
SRR17380241,19,0.0685,0.0035,2.8585,0.8028,0.004,100.0,0.0,jams,0,tourlousse
SRR17380242,19,0.0699,0.0034,3.0443,0.8034,0.0041,100.0,0.0,jams,0,tourlousse
SRR17380243,19,0.0715,0.0034,2.8464,0.8049,0.004,100.0,0.0,jams,0,tourlousse
SRR17380244,19,0.0671,0.0034,2.8565,0.8044,0.004,100.0,0.0,jams,0,tourlousse
SRR17380245,19,0.0674,0.0034,2.8435,0.8038,0.004,100.0,0.0,jams,0,tourlousse
SRR17380246,19,0.0661,0.0035,3.0762,0.8022,0.0041,100.0,0.0,jams,0,tourlousse
SRR17380241,17,0.0588,0.0036,2.8562,0.8157,0.0047,100.0,0.0,wgsa2,0,tourlousse
SRR17380242,17,0.0603,0.0036,2.918,0.8144,0.0047,100.0,0.0,wgsa2,0,tourlousse
SRR17380243,17,0.0586,0.0036,2.8552,0.8154,0.0047,100.0,0.0,wgsa2,0,tourlousse
SRR17380244,17,0.0579,0.0036,2.8562,0.8166,0.0047,100.0,0.0,wgsa2,0,tourlousse
SRR17380245,17,0.0583,0.0036,2.844,0.8167,0.0047,100.0,0.0,wgsa2,0,tourlousse
SRR17380246,17,0.0586,0.0036,2.8549,0.8162,0.0047,100.0,0.0,wgsa2,0,tourlousse
SRR17380241,18,0.056,0.0073,3.7226,0.6054,0.0086,100.0,0.0,woltka,0,tourlousse
SRR17380242,18,0.0568,0.0072,3.6942,0.6082,0.0084,100.0,0.0,woltka,0,tourlousse
SRR17380243,18,0.0555,0.0073,3.7162,0.6058,0.0086,100.0,0.0,woltka,0,tourlousse
SRR17380244,18,0.055,0.0073,3.7255,0.6044,0.0086,100.0,0.0,woltka,0,tourlousse
SRR17380245,18,0.0554,0.0073,3.7281,0.6042,0.0086,100.0,0.0,woltka,0,tourlousse
SRR17380246,18,0.0555,0.0073,3.7368,0.6044,0.0086,100.0,0.0,woltka,0,tourlousse
SRR17380241,14,0.7188,0.0014,0.5758,0.9413,0.0018,100.0,0.0,biobakery4,0.01,tourlousse
SRR17380242,14,0.6939,0.0015,0.6104,0.9375,0.0018,100.0,0.0,biobakery4,0.01,tourlousse
SRR17380243,14,0.7251,0.0014,0.5518,0.9418,0.0017,100.0,0.0,biobakery4,0.01,tourlousse
SRR17380244,14,0.6958,0.0014,0.5919,0.9399,0.0018,100.0,0.0,biobakery4,0.01,tourlousse
SRR17380245,14,0.7324,0.0013,0.5549,0.9449,0.0017,100.0,0.0,biobakery4,0.01,tourlousse
SRR17380246,14,0.7145,0.0014,0.5704,0.9423,0.0018,100.0,0.0,biobakery4,0.01,tourlousse
SRR17380241,18,0.0539,0.0033,1.7483,0.8195,0.0039,100.0,0.0,jams,0.01,tourlousse
SRR17380242,18,0.0554,0.0033,1.758,0.8201,0.0039,100.0,0.0,jams,0.01,tourlousse
SRR17380243,18,0.057,0.0033,1.7359,0.8207,0.0038,100.0,0.0,jams,0.01,tourlousse
SRR17380244,18,0.0525,0.0033,1.7313,0.8202,0.0039,100.0,0.0,jams,0.01,tourlousse
SRR17380245,18,0.0529,0.0033,1.7396,0.8196,0.0039,100.0,0.0,jams,0.01,tourlousse
SRR17380246,18,0.0515,0.0034,1.7496,0.8187,0.0039,100.0,0.0,jams,0.01,tourlousse
SRR17380241,16,0.0716,0.0034,1.6867,0.8352,0.0044,100.0,0.0,wgsa2,0.01,tourlousse
SRR17380242,16,0.073,0.0034,1.7159,0.8342,0.0044,100.0,0.0,wgsa2,0.01,tourlousse
SRR17380243,16,0.0711,0.0034,1.6876,0.8348,0.0044,100.0,0.0,wgsa2,0.01,tourlousse
SRR17380244,16,0.0707,0.0034,1.6785,0.8362,0.0044,100.0,0.0,wgsa2,0.01,tourlousse
SRR17380245,16,0.071,0.0034,1.6791,0.8362,0.0044,100.0,0.0,wgsa2,0.01,tourlousse
SRR17380246,16,0.0714,0.0034,1.6827,0.8357,0.0044,100.0,0.0,wgsa2,0.01,tourlousse
SRR17380241,15,0.0043,0.0083,3.1779,0.628,0.0094,100.0,0.0,woltka,0.01,tourlousse
SRR17380242,15,0.0042,0.0082,3.1438,0.6316,0.0093,100.0,0.0,woltka,0.01,tourlousse
SRR17380243,15,0.004,0.0083,3.1722,0.6285,0.0094,100.0,0.0,woltka,0.01,tourlousse
SRR17380244,15,0.004,0.0083,3.1884,0.627,0.0095,100.0,0.0,woltka,0.01,tourlousse
SRR17380245,15,0.0042,0.0083,3.1886,0.6267,0.0095,100.0,0.0,woltka,0.01,tourlousse
SRR17380246,15,0.0042,0.0083,3.1875,0.6272,0.0095,100.0,0.0,woltka,0.01,tourlousse
SRR17380241,15,0.6588,0.0018,1.7116,0.9196,0.0023,100.0,0.0,biobakery4,0.0001,tourlousse
SRR17380242,15,0.6349,0.0018,1.8567,0.9185,0.0024,100.0,0.0,biobakery4,0.0001,tourlousse
SRR17380243,15,0.6416,0.0018,1.9887,0.9203,0.0024,100.0,0.0,biobakery4,0.0001,tourlousse
SRR17380244,15,0.6284,0.0019,1.8273,0.9153,0.0024,100.0,0.0,biobakery4,0.0001,tourlousse
SRR17380245,15,0.6673,0.0017,1.6908,0.9221,0.0023,100.0,0.0,biobakery4,0.0001,tourlousse
SRR17380246,15,0.645,0.0018,1.8257,0.9199,0.0024,100.0,0.0,biobakery4,0.0001,tourlousse
SRR17380241,19,0.0685,0.0035,2.8585,0.8028,0.004,100.0,0.0,jams,0.0001,tourlousse
SRR17380242,19,0.0699,0.0034,3.0443,0.8034,0.0041,100.0,0.0,jams,0.0001,tourlousse
SRR17380243,19,0.0715,0.0034,2.8464,0.8049,0.004,100.0,0.0,jams,0.0001,tourlousse
SRR17380244,19,0.0671,0.0034,2.8565,0.8044,0.004,100.0,0.0,jams,0.0001,tourlousse
SRR17380245,19,0.0674,0.0034,2.8435,0.8038,0.004,100.0,0.0,jams,0.0001,tourlousse
SRR17380246,19,0.0661,0.0035,3.0762,0.8022,0.0041,100.0,0.0,jams,0.0001,tourlousse
SRR17380241,17,0.0588,0.0036,2.8562,0.8157,0.0047,100.0,0.0,wgsa2,0.0001,tourlousse
SRR17380242,17,0.0603,0.0036,2.918,0.8144,0.0047,100.0,0.0,wgsa2,0.0001,tourlousse
SRR17380243,17,0.0586,0.0036,2.8552,0.8154,0.0047,100.0,0.0,wgsa2,0.0001,tourlousse
SRR17380244,17,0.0579,0.0036,2.8562,0.8166,0.0047,100.0,0.0,wgsa2,0.0001,tourlousse
SRR17380245,17,0.0583,0.0036,2.844,0.8167,0.0047,100.0,0.0,wgsa2,0.0001,tourlousse
SRR17380246,17,0.0586,0.0036,2.8549,0.8162,0.0047,100.0,0.0,wgsa2,0.0001,tourlousse
SRR17380241,18,0.056,0.0073,3.7226,0.6054,0.0086,100.0,0.0,woltka,0.0001,tourlousse
SRR17380242,18,0.0568,0.0072,3.6942,0.6082,0.0084,100.0,0.0,woltka,0.0001,tourlousse
SRR17380243,18,0.0555,0.0073,3.7162,0.6058,0.0086,100.0,0.0,woltka,0.0001,tourlousse
SRR17380244,18,0.055,0.0073,3.7255,0.6044,0.0086,100.0,0.0,woltka,0.0001,tourlousse
SRR17380245,18,0.0554,0.0073,3.7281,0.6042,0.0086,100.0,0.0,woltka,0.0001,tourlousse
SRR17380246,18,0.0555,0.0073,3.7368,0.6044,0.0086,100.0,0.0,woltka,0.0001,tourlousse
EG,10,0.5696,0.0268,1.7058,0.8661,0.0342,100.0,0.0,biobakery4,0.001,nist
EG,10,0.5145,0.0272,3.211,0.8638,0.039,100.0,0.0,jams,0.001,nist
EG,10,0.3169,0.046,2.3094,0.7702,0.0568,100.0,0.0,wgsa2,0.001,nist
EG,9,0.2616,0.0812,3.1357,0.6347,0.0973,100.0,0.0,woltka,0.001,nist
MIX-A,6,0.9974,0.0124,1.3695,0.9629,0.0163,100.0,0.0,biobakery4,0.001,nist
MIX-A,4,0.9669,0.0341,0.4885,0.9319,0.0422,100.0,0.0,jams,0.001,nist
MIX-A,6,0.5349,0.108,1.9072,0.6759,0.1684,100.0,0.0,wgsa2,0.001,nist
MIX-A,5,0.9102,0.0646,2.7491,0.8386,0.0817,100.0,0.0,woltka,0.001,nist
MIX-B,6,0.5897,0.0964,1.553,0.7107,0.1486,100.0,0.0,biobakery4,0.001,nist
MIX-B,5,0.9407,0.0527,2.781,0.8682,0.0667,100.0,0.0,jams,0.001,nist
MIX-B,6,0.9615,0.0293,1.218,0.912,0.0444,100.0,0.0,wgsa2,0.001,nist
MIX-B,6,0.8996,0.0486,2.7159,0.8541,0.0709,100.0,0.0,woltka,0.001,nist
MIX-C,7,0.9697,0.0203,0.9148,0.9288,0.0302,100.0,0.0,biobakery4,0.001,nist
MIX-C,6,0.4237,0.1057,1.4416,0.6829,0.1545,100.0,0.0,jams,0.001,nist
MIX-C,7,0.6746,0.0713,1.1599,0.7504,0.1207,100.0,0.0,wgsa2,0.001,nist
MIX-C,5,0.7544,0.083,2.1628,0.7924,0.1053,100.0,0.0,woltka,0.001,nist
MIX-D,7,0.9299,0.0258,1.0255,0.9098,0.0406,100.0,0.0,biobakery4,0.001,nist
MIX-D,5,0.8085,0.0566,1.1619,0.8586,0.076,100.0,0.0,jams,0.001,nist
MIX-D,7,0.8512,0.0418,2.2012,0.8538,0.0663,100.0,0.0,wgsa2,0.001,nist
MIX-D,6,0.9909,0.0242,2.9407,0.9273,0.0266,100.0,0.0,woltka,0.001,nist
EG,10,0.5696,0.0268,1.7058,0.8661,0.0342,100.0,0.0,biobakery4,1e-05,nist
EG,10,0.5145,0.0272,3.211,0.8638,0.039,100.0,0.0,jams,1e-05,nist
EG,11,0.4247,0.0418,2.3389,0.7702,0.0541,100.0,0.0,wgsa2,1e-05,nist
EG,10,0.3199,0.0731,3.2836,0.6345,0.0922,100.0,0.0,woltka,1e-05,nist
MIX-A,7,0.9974,0.0107,1.5752,0.9626,0.0151,100.0,0.0,biobakery4,1e-05,nist
MIX-A,6,0.9765,0.0247,4.3745,0.9258,0.0354,100.0,0.0,jams,1e-05,nist
MIX-A,9,0.5949,0.072,2.286,0.676,0.1369,100.0,0.0,wgsa2,1e-05,nist
MIX-A,8,0.9172,0.0438,4.113,0.8249,0.0658,100.0,0.0,woltka,1e-05,nist
MIX-B,6,0.5897,0.0964,1.553,0.7107,0.1486,100.0,0.0,biobakery4,1e-05,nist
MIX-B,7,0.9484,0.0395,5.045,0.8619,0.0578,100.0,0.0,jams,1e-05,nist
MIX-B,8,0.9655,0.022,2.1248,0.912,0.0384,100.0,0.0,wgsa2,1e-05,nist
MIX-B,8,0.9096,0.0365,2.8687,0.8542,0.0614,100.0,0.0,woltka,1e-05,nist
MIX-C,7,0.9697,0.0203,0.9148,0.9288,0.0302,100.0,0.0,biobakery4,1e-05,nist
MIX-C,8,0.5064,0.0801,5.6037,0.6794,0.1338,100.0,0.0,jams,1e-05,nist
MIX-C,10,0.3886,0.0791,8.5992,0.6043,0.1476,100.0,0.0,wgsa2,1e-05,nist
MIX-C,8,0.8059,0.0522,3.0224,0.7911,0.0824,100.0,0.0,woltka,1e-05,nist
MIX-D,7,0.9299,0.0258,1.0255,0.9098,0.0406,100.0,0.0,biobakery4,1e-05,nist
MIX-D,8,0.8721,0.036,4.6725,0.8559,0.0603,100.0,0.0,jams,1e-05,nist
MIX-D,9,0.8708,0.0325,2.4524,0.8537,0.0584,100.0,0.0,wgsa2,1e-05,nist
MIX-D,8,0.9914,0.0182,2.9743,0.927,0.023,100.0,0.0,woltka,1e-05,nist
EG,10,0.5696,0.0268,1.7058,0.8661,0.0342,100.0,0.0,biobakery4,0,nist
EG,11,0.5321,0.0249,5.5328,0.8628,0.0372,100.0,0.0,jams,0,nist
EG,12,0.3641,0.0448,8.2081,0.7312,0.0582,100.0,0.0,wgsa2,0,nist
EG,10,0.3199,0.0731,3.2836,0.6345,0.0922,100.0,0.0,woltka,0,nist
MIX-A,7,0.9974,0.0107,1.5752,0.9626,0.0151,100.0,0.0,biobakery4,0,nist
MIX-A,6,0.9765,0.0247,4.3745,0.9258,0.0354,100.0,0.0,jams,0,nist
MIX-A,9,0.5949,0.072,2.286,0.676,0.1369,100.0,0.0,wgsa2,0,nist
MIX-A,8,0.9172,0.0438,4.113,0.8249,0.0658,100.0,0.0,woltka,0,nist
MIX-B,6,0.5897,0.0964,1.553,0.7107,0.1486,100.0,0.0,biobakery4,0,nist
MIX-B,7,0.9484,0.0395,5.045,0.8619,0.0578,100.0,0.0,jams,0,nist
MIX-B,9,0.9573,0.0228,8.4941,0.8975,0.0356,100.0,0.0,wgsa2,0,nist
MIX-B,8,0.9096,0.0365,2.8687,0.8542,0.0614,100.0,0.0,woltka,0,nist
MIX-C,7,0.9697,0.0203,0.9148,0.9288,0.0302,100.0,0.0,biobakery4,0,nist
MIX-C,9,0.5289,0.0713,6.0245,0.6793,0.1262,100.0,0.0,jams,0,nist
MIX-C,10,0.3886,0.0791,8.5992,0.6043,0.1476,100.0,0.0,wgsa2,0,nist
MIX-C,8,0.8059,0.0522,3.0224,0.7911,0.0824,100.0,0.0,woltka,0,nist
MIX-D,7,0.9299,0.0258,1.0255,0.9098,0.0406,100.0,0.0,biobakery4,0,nist
MIX-D,8,0.8721,0.036,4.6725,0.8559,0.0603,100.0,0.0,jams,0,nist
MIX-D,10,0.8765,0.0293,4.7634,0.8537,0.0554,100.0,0.0,wgsa2,0,nist
MIX-D,8,0.9914,0.0182,2.9743,0.927,0.023,100.0,0.0,woltka,0,nist
EG,9,0.367,0.0298,1.6749,0.8659,0.0361,100.0,0.0,biobakery4,0.01,nist
EG,9,0.4711,0.0217,0.6955,0.9025,0.0286,100.0,0.0,jams,0.01,nist
EG,8,0.3011,0.0485,1.1827,0.8059,0.0523,100.0,0.0,wgsa2,0.01,nist
EG,8,0.5676,0.09,1.9558,0.6401,0.1052,100.0,0.0,woltka,0.01,nist
MIX-A,3,0.9994,0.0062,0.1338,0.9908,0.0066,100.0,0.0,biobakery4,0.01,nist
MIX-A,4,0.9669,0.0341,0.4885,0.9319,0.0422,100.0,0.0,jams,0.01,nist
MIX-A,4,0.4322,0.1627,1.4902,0.6747,0.2134,100.0,0.0,wgsa2,0.01,nist
MIX-A,2,1.0,0.017,0.0482,0.983,0.017,100.0,0.0,woltka,0.01,nist
MIX-B,4,0.4743,0.1456,1.326,0.7089,0.1864,100.0,0.0,biobakery4,0.01,nist
MIX-B,3,0.8952,0.0677,0.5589,0.8984,0.0759,100.0,0.0,jams,0.01,nist
MIX-B,4,0.9491,0.0397,0.9914,0.9205,0.0539,100.0,0.0,wgsa2,0.01,nist
MIX-B,4,0.947,0.0393,0.5771,0.9214,0.0481,100.0,0.0,woltka,0.01,nist
MIX-C,5,0.9599,0.0275,0.3898,0.9312,0.0362,100.0,0.0,biobakery4,0.01,nist
MIX-C,6,0.4237,0.1057,1.4416,0.6829,0.1545,100.0,0.0,jams,0.01,nist
MIX-C,5,0.6102,0.1001,0.9975,0.7497,0.1448,100.0,0.0,wgsa2,0.01,nist
MIX-C,4,0.6851,0.0931,1.1768,0.8137,0.1096,100.0,0.0,woltka,0.01,nist
MIX-D,5,0.8957,0.0354,0.3753,0.9115,0.0484,100.0,0.0,biobakery4,0.01,nist
MIX-D,4,0.7219,0.0681,0.7732,0.8637,0.0848,100.0,0.0,jams,0.01,nist
MIX-D,4,0.7055,0.0689,0.688,0.8622,0.0871,100.0,0.0,wgsa2,0.01,nist
MIX-D,2,1.0,0.0095,0.0268,0.9905,0.0095,100.0,0.0,woltka,0.01,nist
EG,10,0.5696,0.0268,1.7058,0.8661,0.0342,100.0,0.0,biobakery4,0.0001,nist
EG,10,0.5145,0.0272,3.211,0.8638,0.039,100.0,0.0,jams,0.0001,nist
EG,11,0.4247,0.0418,2.3389,0.7702,0.0541,100.0,0.0,wgsa2,0.0001,nist
EG,10,0.3199,0.0731,3.2836,0.6345,0.0922,100.0,0.0,woltka,0.0001,nist
MIX-A,6,0.9974,0.0124,1.3695,0.9629,0.0163,100.0,0.0,biobakery4,0.0001,nist
MIX-A,5,0.9734,0.0284,2.0241,0.929,0.0382,100.0,0.0,jams,0.0001,nist
MIX-A,9,0.5949,0.072,2.286,0.676,0.1369,100.0,0.0,wgsa2,0.0001,nist
MIX-A,8,0.9172,0.0438,4.113,0.8249,0.0658,100.0,0.0,woltka,0.0001,nist
MIX-B,6,0.5897,0.0964,1.553,0.7107,0.1486,100.0,0.0,biobakery4,0.0001,nist
MIX-B,6,0.9453,0.045,3.2599,0.8651,0.0616,100.0,0.0,jams,0.0001,nist
MIX-B,7,0.9638,0.0251,1.2308,0.9121,0.0411,100.0,0.0,wgsa2,0.0001,nist
MIX-B,8,0.9096,0.0365,2.8687,0.8542,0.0614,100.0,0.0,woltka,0.0001,nist
MIX-C,7,0.9697,0.0203,0.9148,0.9288,0.0302,100.0,0.0,biobakery4,0.0001,nist
MIX-C,7,0.474,0.0911,2.9945,0.6812,0.143,100.0,0.0,jams,0.0001,nist
MIX-C,9,0.7043,0.0555,1.3745,0.7505,0.1064,100.0,0.0,wgsa2,0.0001,nist
MIX-C,8,0.8059,0.0522,3.0224,0.7911,0.0824,100.0,0.0,woltka,0.0001,nist
MIX-D,7,0.9299,0.0258,1.0255,0.9098,0.0406,100.0,0.0,biobakery4,0.0001,nist
MIX-D,6,0.8432,0.0476,2.4542,0.8573,0.0695,100.0,0.0,jams,0.0001,nist
MIX-D,9,0.8708,0.0325,2.4524,0.8537,0.0584,100.0,0.0,wgsa2,0.0001,nist
MIX-D,7,0.9911,0.0208,2.9408,0.9272,0.0246,100.0,0.0,woltka,0.0001,nist
S1,36,0.9946,0.0023,1.9734,0.9582,0.0053,100.0,0.0,biobakery4,0.001,camisimGI
S1,32,0.9575,0.0059,2.6148,0.9054,0.0115,100.0,0.0,jams,0.001,camisimGI
S1,34,0.7348,0.01,2.2676,0.8298,0.028,100.0,0.0,wgsa2,0.001,camisimGI
S1,31,0.8163,0.0154,4.8078,0.761,0.0267,100.0,0.0,woltka,0.001,camisimGI
S2,20,0.9598,0.0074,0.9077,0.9264,0.0195,100.0,0.0,biobakery4,0.001,camisimGI
S2,19,0.9386,0.0117,1.3696,0.8891,0.0213,100.0,0.0,jams,0.001,camisimGI
S2,19,0.6551,0.0209,1.3118,0.8014,0.0504,100.0,0.0,wgsa2,0.001,camisimGI
S2,16,0.9178,0.0192,1.7436,0.8467,0.032,100.0,0.0,woltka,0.001,camisimGI
S1,38,0.9942,0.0025,6.7698,0.9527,0.0056,100.0,0.0,biobakery4,1e-05,camisimGI
S1,37,0.9586,0.0055,6.2135,0.8985,0.0108,100.0,0.0,jams,1e-05,camisimGI
S1,37,0.7386,0.0096,5.2876,0.8219,0.0266,100.0,0.0,wgsa2,1e-05,camisimGI
S1,32,0.8178,0.0149,4.8097,0.7611,0.0262,100.0,0.0,woltka,1e-05,camisimGI
S2,20,0.9598,0.0074,0.9077,0.9264,0.0195,100.0,0.0,biobakery4,1e-05,camisimGI
S2,20,0.9396,0.0112,2.3368,0.8885,0.0207,100.0,0.0,jams,1e-05,camisimGI
S2,20,0.6609,0.0199,1.6681,0.8009,0.049,100.0,0.0,wgsa2,1e-05,camisimGI
S2,16,0.9178,0.0192,1.7436,0.8467,0.032,100.0,0.0,woltka,1e-05,camisimGI
S1,38,0.9942,0.0025,6.7698,0.9527,0.0056,100.0,0.0,biobakery4,0,camisimGI
S1,37,0.9586,0.0055,6.2135,0.8985,0.0108,100.0,0.0,jams,0,camisimGI
S1,37,0.7386,0.0096,5.2876,0.8219,0.0266,100.0,0.0,wgsa2,0,camisimGI
S1,33,0.8184,0.0145,8.6684,0.7603,0.0257,100.0,0.0,woltka,0,camisimGI
S2,20,0.9598,0.0074,0.9077,0.9264,0.0195,100.0,0.0,biobakery4,0,camisimGI
S2,20,0.9396,0.0112,2.3368,0.8885,0.0207,100.0,0.0,jams,0,camisimGI
S2,20,0.6609,0.0199,1.6681,0.8009,0.049,100.0,0.0,wgsa2,0,camisimGI
S2,17,0.9193,0.0183,7.0278,0.8445,0.0311,100.0,0.0,woltka,0,camisimGI
S1,13,0.9958,0.0051,0.8159,0.9668,0.0092,100.0,0.0,biobakery4,0.01,camisimGI
S1,12,0.9396,0.0134,0.7201,0.9198,0.0213,100.0,0.0,jams,0.01,camisimGI
S1,12,0.6014,0.0289,1.1202,0.8267,0.0543,100.0,0.0,wgsa2,0.01,camisimGI
S1,9,0.8393,0.0386,2.1938,0.8265,0.0455,100.0,0.0,woltka,0.01,camisimGI
S2,11,0.9521,0.0139,0.8675,0.9237,0.0276,100.0,0.0,biobakery4,0.01,camisimGI
S2,11,0.9212,0.0202,0.7936,0.8891,0.0291,100.0,0.0,jams,0.01,camisimGI
S2,11,0.5558,0.0371,1.1716,0.7961,0.069,100.0,0.0,wgsa2,0.01,camisimGI
S2,8,0.8897,0.0394,1.6356,0.8426,0.0474,100.0,0.0,woltka,0.01,camisimGI
S1,37,0.9947,0.0023,1.9735,0.9582,0.0052,100.0,0.0,biobakery4,0.0001,camisimGI
S1,36,0.9583,0.0056,5.3813,0.8988,0.0109,100.0,0.0,jams,0.0001,camisimGI
S1,36,0.7383,0.0096,2.8185,0.8277,0.0271,100.0,0.0,wgsa2,0.0001,camisimGI
S1,32,0.8178,0.0149,4.8097,0.7611,0.0262,100.0,0.0,woltka,0.0001,camisimGI
S2,20,0.9598,0.0074,0.9077,0.9264,0.0195,100.0,0.0,biobakery4,0.0001,camisimGI
S2,20,0.9396,0.0112,2.3368,0.8885,0.0207,100.0,0.0,jams,0.0001,camisimGI
S2,20,0.6609,0.0199,1.6681,0.8009,0.049,100.0,0.0,wgsa2,0.0001,camisimGI
S2,16,0.9178,0.0192,1.7436,0.8467,0.032,100.0,0.0,woltka,0.0001,camisimGI
