SampleID,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA,Pipeline,threshold,Source
SRR17380244,21,0.0586,0.022,4.5369,0.7685,0.0258,100.0,8.2657,jams,0.01,tourlousse
SRR17380245,21,0.0546,0.0222,4.5802,0.7671,0.0258,100.0,8.4813,jams,0.01,tourlousse
SRR17380246,21,0.0535,0.0223,4.7369,0.7657,0.026,100.0,8.4725,jams,0.01,tourlousse
SRR17380241,22,0.1277,0.0217,5.0387,0.7618,0.0253,100.0,9.2189,jams202212,0.01,tourlousse
SRR17380242,21,0.0637,0.0222,5.0164,0.767,0.026,100.0,8.1194,jams202212,0.01,tourlousse
SRR17380243,21,0.0814,0.0219,4.8087,0.7696,0.0255,100.0,7.491,jams202212,0.01,tourlousse
SRR17380244,22,0.1492,0.0213,4.9506,0.7652,0.0248,100.0,8.536,jams202212,0.01,tourlousse
SRR17380245,21,0.0713,0.0221,4.844,0.7683,0.0257,100.0,7.7753,jams202212,0.01,tourlousse
SRR17380246,22,0.1368,0.0216,5.0355,0.7622,0.025,100.0,8.9899,jams202212,0.01,tourlousse
SRR17380241,22,0.0,0.0271,8.3915,0.7014,0.0381,89.4737,17.5554,wgsa2,0.01,tourlousse
SRR17380242,22,0.0,0.0273,8.4788,0.6998,0.0386,89.4737,17.7514,wgsa2,0.01,tourlousse
SRR17380243,22,0.0,0.0271,8.3813,0.7016,0.038,89.4737,17.4234,wgsa2,0.01,tourlousse
SRR17380244,22,0.0,0.0271,8.3946,0.7021,0.0381,89.4737,17.5877,wgsa2,0.01,tourlousse
SRR17380245,22,0.0,0.0271,8.3721,0.7024,0.038,89.4737,17.5147,wgsa2,0.01,tourlousse
SRR17380246,22,0.0,0.0271,8.39,0.7019,0.038,89.4737,17.5396,wgsa2,0.01,tourlousse
SRR17380241,28,0.1424,0.0325,7.8584,0.5452,0.0379,94.7368,16.6145,woltka,0.01,tourlousse
SRR17380242,27,0.1294,0.0334,7.7721,0.5491,0.0385,94.7368,15.933,woltka,0.01,tourlousse
SRR17380243,28,0.1423,0.0325,7.8499,0.5455,0.0378,94.7368,16.6459,woltka,0.01,tourlousse
SRR17380244,28,0.1413,0.0325,7.8555,0.5445,0.038,94.7368,16.6056,woltka,0.01,tourlousse
SRR17380245,28,0.1418,0.0325,7.8577,0.5444,0.038,94.7368,16.5806,woltka,0.01,tourlousse
SRR17380246,28,0.1413,0.0325,7.8779,0.5444,0.038,94.7368,16.623,woltka,0.01,tourlousse
SRR17380241,27,0.4246,0.0176,13.8483,0.763,0.0246,78.9474,12.1776,biobakery3,0.0001,tourlousse
SRR17380242,27,0.4218,0.0178,14.3753,0.7603,0.0244,78.9474,12.4936,biobakery3,0.0001,tourlousse
SRR17380243,26,0.3956,0.0182,13.8528,0.7637,0.0249,78.9474,12.2299,biobakery3,0.0001,tourlousse
SRR17380244,27,0.421,0.0177,14.5122,0.7605,0.0246,78.9474,12.067,biobakery3,0.0001,tourlousse
SRR17380245,27,0.4259,0.0174,15.6858,0.7645,0.0245,78.9474,12.2074,biobakery3,0.0001,tourlousse
SRR17380246,27,0.4226,0.0176,15.1287,0.7625,0.0246,78.9474,12.1748,biobakery3,0.0001,tourlousse
SRR17380241,20,0.3402,0.0097,3.8094,0.9025,0.0169,94.7368,4.7301,biobakery4,0.0001,tourlousse
SRR17380242,20,0.3412,0.0101,3.8479,0.8988,0.017,94.7368,4.7592,biobakery4,0.0001,tourlousse
SRR17380243,20,0.344,0.0098,3.8208,0.9025,0.0169,94.7368,4.7396,biobakery4,0.0001,tourlousse
SRR17380244,20,0.3497,0.0096,3.7897,0.9035,0.0168,94.7368,4.6947,biobakery4,0.0001,tourlousse
SRR17380245,20,0.3364,0.0097,3.807,0.903,0.0169,94.7368,4.7237,biobakery4,0.0001,tourlousse
SRR17380246,20,0.3469,0.0097,3.7765,0.9035,0.0168,94.7368,4.6524,biobakery4,0.0001,tourlousse
SRR17380241,32,0.5234,0.0149,8.0323,0.7609,0.0206,100.0,9.9487,jams,0.0001,tourlousse
SRR17380242,33,0.5285,0.0144,8.5517,0.7617,0.0207,100.0,9.7779,jams,0.0001,tourlousse
SRR17380243,30,0.4728,0.0158,7.5641,0.7631,0.0219,100.0,9.6921,jams,0.0001,tourlousse
SRR17380244,33,0.5357,0.0143,8.0522,0.7636,0.0205,100.0,9.4463,jams,0.0001,tourlousse
SRR17380245,36,0.5698,0.0132,8.6561,0.7618,0.0196,100.0,9.7728,jams,0.0001,tourlousse
SRR17380246,35,0.5534,0.0138,8.1048,0.759,0.02,100.0,10.0981,jams,0.0001,tourlousse
SRR17380241,23,0.2253,0.0206,6.2025,0.7636,0.0247,94.7368,8.4619,jams202212,0.0001,tourlousse
SRR17380242,22,0.1639,0.0212,5.3021,0.7671,0.0251,94.7368,7.8357,jams202212,0.0001,tourlousse
SRR17380243,22,0.1808,0.021,5.3154,0.7691,0.0248,94.7368,7.3115,jams202212,0.0001,tourlousse
SRR17380244,22,0.1691,0.0212,5.0883,0.7673,0.0248,94.7368,7.7266,jams202212,0.0001,tourlousse
SRR17380245,23,0.2413,0.0203,6.0955,0.7666,0.0245,94.7368,7.8788,jams202212,0.0001,tourlousse
SRR17380246,23,0.2374,0.0205,6.1966,0.764,0.0242,94.7368,8.2394,jams202212,0.0001,tourlousse
SRR17380241,55,0.3941,0.0113,14.5447,0.6883,0.0237,89.4737,20.2132,wgsa2,0.0001,tourlousse
SRR17380242,54,0.3827,0.0116,14.4304,0.6875,0.0242,89.4737,20.3473,wgsa2,0.0001,tourlousse
SRR17380243,54,0.3929,0.0115,14.3513,0.6886,0.0238,89.4737,20.0621,wgsa2,0.0001,tourlousse
SRR17380244,54,0.389,0.0115,14.2716,0.6895,0.0239,89.4737,20.201,wgsa2,0.0001,tourlousse
SRR17380245,54,0.3913,0.0115,14.3851,0.6896,0.0239,89.4737,20.1429,wgsa2,0.0001,tourlousse
SRR17380246,54,0.3909,0.0115,14.2907,0.6892,0.0239,89.4737,20.1791,wgsa2,0.0001,tourlousse
SRR17380241,257,0.4704,0.0037,23.8272,0.5206,0.0116,94.7368,26.0628,woltka,0.0001,tourlousse
SRR17380242,264,0.474,0.0036,24.3616,0.5209,0.0113,94.7368,26.6495,woltka,0.0001,tourlousse
SRR17380243,258,0.4714,0.0037,23.9276,0.5209,0.0116,94.7368,26.063,woltka,0.0001,tourlousse
SRR17380244,257,0.4687,0.0037,23.8163,0.5199,0.0116,94.7368,26.0586,woltka,0.0001,tourlousse
SRR17380245,258,0.4693,0.0037,23.924,0.5199,0.0116,94.7368,26.0049,woltka,0.0001,tourlousse
SRR17380246,254,0.4683,0.0038,23.5638,0.52,0.0117,94.7368,26.0269,woltka,0.0001,tourlousse
EG,20,0.219,0.0272,13.9347,0.728,0.0479,78.5714,18.908,biobakery3,0.001,nist
EG,15,0.036,0.0337,14.4847,0.7471,0.0555,85.7143,16.6797,biobakery4,0.001,nist
EG,16,0.0405,0.0467,17.929,0.6265,0.0716,85.7143,19.2984,jams,0.001,nist
EG,17,0.1815,0.0406,16.2273,0.6545,0.054,92.8571,12.1794,wgsa2,0.001,nist
EG,52,0.0509,0.0242,21.9324,0.37,0.0543,78.5714,54.1813,woltka,0.001,nist
MIX-A,12,0.227,0.059,10.4802,0.6459,0.1331,87.5,35.3255,biobakery3,0.001,nist
MIX-A,9,0.1964,0.0725,9.7193,0.6737,0.1459,87.5,31.4463,biobakery4,0.001,nist
MIX-A,10,0.027,0.1062,15.1326,0.4688,0.1877,87.5,49.1586,jams,0.001,nist
MIX-A,9,0.0063,0.121,9.551,0.4555,0.2067,87.5,48.1995,wgsa2,0.001,nist
MIX-A,41,0.0014,0.0418,20.0342,0.1425,0.1145,88.8889,83.8149,woltka,0.001,nist
MIX-B,14,0.6955,0.0365,9.5676,0.7442,0.0676,87.5,15.8522,biobakery3,0.001,nist
MIX-B,9,0.9735,0.0178,6.1985,0.9198,0.0221,87.5,3.2379,biobakery4,0.001,nist
MIX-B,11,0.9485,0.0228,8.6125,0.8747,0.0307,100.0,0.5596,jams,0.001,nist
MIX-B,10,0.9559,0.0211,9.466,0.8943,0.0283,100.0,1.3758,wgsa2,0.001,nist
MIX-B,64,0.7564,0.0143,11.7438,0.5418,0.0359,87.5,41.1384,woltka,0.001,nist
MIX-C,11,0.2159,0.0644,10.6827,0.6456,0.1262,87.5,32.0567,biobakery3,0.001,nist
MIX-C,9,0.0911,0.0998,9.4593,0.5507,0.1574,87.5,32.3094,biobakery4,0.001,nist
MIX-C,12,0.3558,0.0708,10.734,0.5753,0.1091,100.0,22.2439,jams,0.001,nist
MIX-C,13,0.3978,0.064,10.6083,0.5838,0.1213,100.0,8.647,wgsa2,0.001,nist
MIX-C,34,0.0285,0.0414,20.2196,0.2956,0.1012,77.7778,67.9673,woltka,0.001,nist
MIX-D,9,0.9278,0.0261,6.7829,0.8825,0.0376,87.5,3.4883,biobakery3,0.001,nist
MIX-D,10,0.9481,0.0195,7.1401,0.9025,0.0308,87.5,3.2217,biobakery4,0.001,nist
MIX-D,10,0.8636,0.0376,12.0524,0.8122,0.0528,87.5,3.5864,jams,0.001,nist
MIX-D,11,0.8727,0.0309,7.2278,0.8303,0.0526,87.5,2.5378,wgsa2,0.001,nist
MIX-D,31,0.6118,0.0243,13.9804,0.6235,0.0612,75.0,17.5551,woltka,0.001,nist
EG,14,0.001,0.0384,6.73,0.7315,0.0579,83.3333,17.7342,biobakery3,0.01,nist
EG,13,0.1173,0.0389,5.9381,0.7472,0.0597,83.3333,16.7046,biobakery4,0.01,nist
EG,14,0.4583,0.0533,8.275,0.6268,0.0766,91.6667,19.2986,jams,0.01,nist
EG,13,0.0009,0.0526,13.1605,0.6582,0.0627,91.6667,11.6884,wgsa2,0.01,nist
EG,15,0.2136,0.0812,8.1663,0.3911,0.1105,75.0,49.3856,woltka,0.01,nist
MIX-A,7,0.0768,0.1003,7.9805,0.6491,0.1765,83.3333,35.0932,biobakery3,0.01,nist
MIX-A,7,0.1082,0.0936,6.9006,0.6726,0.1669,83.3333,31.704,biobakery4,0.01,nist
MIX-A,8,0.0032,0.1328,9.3231,0.4687,0.2108,83.3333,49.1754,jams,0.01,nist
MIX-A,7,0.0044,0.1569,7.2129,0.451,0.238,83.3333,49.1291,wgsa2,0.01,nist
MIX-A,12,0.0362,0.1414,13.0817,0.1514,0.2208,85.7143,83.0033,woltka,0.01,nist
MIX-B,10,0.6529,0.0512,5.5861,0.7441,0.081,83.3333,15.6753,biobakery3,0.01,nist
MIX-B,7,0.9682,0.0223,4.0777,0.9218,0.0254,83.3333,3.2769,biobakery4,0.01,nist
MIX-B,7,0.9317,0.0336,4.4824,0.8825,0.0385,100.0,0.0,jams,0.01,nist
MIX-B,6,0.9322,0.0307,8.1159,0.9078,0.0358,100.0,0.0,wgsa2,0.01,nist
MIX-B,14,0.7134,0.0539,9.4276,0.6229,0.0717,85.7143,31.8317,woltka,0.01,nist
MIX-C,8,0.1135,0.0888,6.698,0.6447,0.1496,83.3333,32.245,biobakery3,0.01,nist
MIX-C,7,0.0222,0.129,6.2774,0.5484,0.1805,83.3333,32.6949,biobakery4,0.01,nist
MIX-C,8,0.2304,0.105,5.1353,0.5798,0.1347,100.0,21.8427,jams,0.01,nist
MIX-C,7,0.2615,0.1191,9.2081,0.5832,0.1686,100.0,8.1453,wgsa2,0.01,nist
MIX-C,11,0.0198,0.1263,12.1286,0.3056,0.1827,71.4286,66.7461,woltka,0.01,nist
MIX-D,7,0.9134,0.0332,3.5027,0.8839,0.0429,83.3333,3.5164,biobakery3,0.01,nist
MIX-D,7,0.9335,0.0274,3.3644,0.9041,0.0371,83.3333,3.1485,biobakery4,0.01,nist
MIX-D,8,0.845,0.0463,5.11,0.8147,0.0591,83.3333,3.5875,jams,0.01,nist
MIX-D,7,0.8411,0.0479,5.2459,0.8325,0.0668,83.3333,2.3968,wgsa2,0.01,nist
MIX-D,11,0.5316,0.068,11.1858,0.6258,0.1067,71.4286,13.3686,woltka,0.01,nist
EG,19,0.6417,0.0194,10.1826,0.8161,0.0301,85.7143,2.6645,biobakery3,0.0001,nist
EG,14,0.5175,0.0235,8.9446,0.8352,0.0347,92.8571,0.0,biobakery4,0.0001,nist
EG,25,0.3531,0.0229,12.2531,0.7135,0.0438,92.8571,0.2104,jams,0.0001,nist
EG,28,0.6301,0.0185,10.6638,0.7412,0.0322,100.0,1.1601,wgsa2,0.0001,nist
EG,240,0.3471,0.0046,22.5953,0.4494,0.0194,85.7143,26.4802,woltka,0.0001,nist
MIX-A,15,0.9899,0.0067,9.5852,0.9494,0.0127,81.8182,0.8464,biobakery3,0.0001,nist
MIX-A,11,0.9985,0.0041,2.8426,0.9775,0.0057,90.9091,0.0,biobakery4,0.0001,nist
MIX-A,14,0.8022,0.0325,12.3527,0.7725,0.0617,72.7273,0.052,jams,0.0001,nist
MIX-A,25,0.7138,0.0193,6.9975,0.7593,0.0598,100.0,0.6781,wgsa2,0.0001,nist
MIX-A,139,0.4367,0.008,19.242,0.4422,0.0374,90.9091,30.9152,woltka,0.0001,nist
MIX-B,16,0.7078,0.032,13.6522,0.7439,0.0632,72.7273,11.4154,biobakery3,0.0001,nist
MIX-B,12,0.9774,0.0134,9.814,0.9197,0.0191,72.7273,0.0141,biobakery4,0.0001,nist
MIX-B,15,0.9541,0.0168,13.5504,0.8743,0.0262,81.8182,0.2655,jams,0.0001,nist
MIX-B,28,0.9675,0.008,13.0792,0.8885,0.0171,100.0,1.0866,wgsa2,0.0001,nist
MIX-B,191,0.7597,0.005,22.8751,0.5217,0.0212,90.9091,31.0568,woltka,0.0001,nist
MIX-C,14,0.2719,0.0507,14.1087,0.6453,0.1118,63.6364,32.0567,biobakery3,0.0001,nist
MIX-C,12,0.1643,0.0749,11.569,0.5504,0.1363,63.6364,32.3094,biobakery4,0.0001,nist
MIX-C,18,0.4238,0.0472,17.1601,0.5748,0.089,90.9091,22.3335,jams,0.0001,nist
MIX-C,27,0.4632,0.0309,14.702,0.5827,0.0836,100.0,9.162,wgsa2,0.0001,nist
MIX-C,147,0.062,0.0097,24.1026,0.2866,0.0478,81.8182,69.1682,woltka,0.0001,nist
MIX-D,12,0.9471,0.0151,4.1345,0.9097,0.0299,72.7273,0.0607,biobakery3,0.0001,nist
MIX-D,12,0.9611,0.0117,4.1098,0.9301,0.0254,72.7273,0.1024,biobakery4,0.0001,nist
MIX-D,13,0.8862,0.0247,11.2166,0.8397,0.0446,81.8182,0.0194,jams,0.0001,nist
MIX-D,17,0.8928,0.0173,8.9316,0.8534,0.0413,100.0,0.2506,wgsa2,0.0001,nist
MIX-D,131,0.6511,0.0053,21.1155,0.6508,0.0288,81.8182,13.1948,woltka,0.0001,nist
S1,38,0.9939,0.0025,7.6121,0.9516,0.0055,100.0,0.3722,biobakery3,0.001,camisimGI
S1,40,0.9867,0.0027,11.1385,0.9456,0.0063,89.1892,3.0587,biobakery4,0.001,camisimGI
S1,40,0.9515,0.0061,11.4275,0.8787,0.011,97.2973,1.0105,jams,0.001,camisimGI
S1,41,0.7407,0.0093,11.4746,0.8093,0.0251,97.2973,1.353,wgsa2,0.001,camisimGI
S1,55,0.7408,0.0111,28.7515,0.6939,0.0223,86.4865,7.5475,woltka,0.001,camisimGI
S2,21,0.9602,0.007,0.9101,0.9265,0.0189,100.0,0.0,biobakery3,0.001,camisimGI
S2,22,0.9243,0.0113,7.1138,0.8757,0.0243,95.2381,3.8344,biobakery4,0.001,camisimGI
S2,22,0.9409,0.0106,4.4927,0.883,0.0197,100.0,0.0,jams,0.001,camisimGI
S2,25,0.6807,0.0167,5.8138,0.7913,0.044,100.0,2.7854,wgsa2,0.001,camisimGI
S2,31,0.7208,0.022,25.3984,0.6593,0.0378,80.9524,29.4447,woltka,0.001,camisimGI
S1,14,0.9937,0.0052,1.4097,0.9635,0.0086,100.0,0.0,biobakery3,0.01,camisimGI
S1,14,0.9846,0.0066,4.5268,0.9539,0.0115,84.6154,2.4401,biobakery4,0.01,camisimGI
S1,14,0.9363,0.0141,3.7405,0.9014,0.0211,92.3077,0.0,jams,0.01,camisimGI
S1,13,0.619,0.0282,2.5021,0.8164,0.0517,92.3077,0.0,wgsa2,0.01,camisimGI
S1,18,0.6624,0.0327,9.2433,0.7055,0.0441,87.5,3.9996,woltka,0.01,camisimGI
S2,11,0.9521,0.0139,0.8675,0.9237,0.0276,100.0,0.0,biobakery3,0.01,camisimGI
S2,12,0.9085,0.0217,4.8242,0.8701,0.0346,90.9091,4.034,biobakery4,0.01,camisimGI
S2,11,0.9212,0.0202,0.7936,0.8891,0.0291,100.0,0.0,jams,0.01,camisimGI
S2,12,0.5804,0.0351,2.6395,0.7893,0.0664,100.0,1.8748,wgsa2,0.01,camisimGI
S2,15,0.661,0.0441,8.8335,0.6694,0.0568,81.8182,28.1267,woltka,0.01,camisimGI
S1,41,0.9939,0.0024,8.6188,0.9511,0.0052,100.0,0.5265,biobakery3,0.0001,camisimGI
S1,41,0.9868,0.0027,12.7647,0.9456,0.0062,89.4737,3.0566,biobakery4,0.0001,camisimGI
S1,51,0.9539,0.0048,15.0361,0.8765,0.0097,97.3684,1.4388,jams,0.0001,camisimGI
S1,59,0.7585,0.0065,13.4764,0.8082,0.0209,97.3684,2.0432,wgsa2,0.0001,camisimGI
S1,93,0.7576,0.0067,30.7596,0.6882,0.0171,86.8421,8.5091,woltka,0.0001,camisimGI
S2,22,0.9606,0.0067,1.2308,0.9264,0.0185,100.0,0.0586,biobakery3,0.0001,camisimGI
S2,22,0.9243,0.0113,7.1138,0.8757,0.0243,95.2381,3.8344,biobakery4,0.0001,camisimGI
S2,25,0.943,0.0095,4.8525,0.8818,0.0185,100.0,0.2055,jams,0.0001,camisimGI
S2,45,0.7143,0.0095,6.3786,0.7868,0.0328,100.0,3.9102,wgsa2,0.0001,camisimGI
S2,96,0.7546,0.0073,25.8766,0.6489,0.0215,80.9524,30.6668,woltka,0.0001,camisimGI
