genus,RA,Source,SampleID
Beduini,4.05070580043154e-06,woltka,SRR17380241
Synechococcus,4.0117567061966215e-06,woltka,SRR17380241
Flammeovirga,3.972807611961703e-06,woltka,SRR17380241
Terribacillus,3.933858517726785e-06,woltka,SRR17380241
Hafnia,3.933858517726785e-06,woltka,SRR17380241
Roseimaritima,3.933858517726785e-06,woltka,SRR17380241
Chania,3.894909423491866e-06,woltka,SRR17380241
Paludibacter,3.855960329256947e-06,woltka,SRR17380241
Sporobacter,3.817011235022028e-06,woltka,SRR17380241
Adlercreutzia,3.817011235022028e-06,woltka,SRR17380241
Syntrophomonas,3.7780621407871098e-06,woltka,SRR17380241
Acetonema,3.700163952317273e-06,woltka,SRR17380241
Desulfosporosinus,3.700163952317273e-06,woltka,SRR17380241
Microbacterium,3.6222657638474353e-06,woltka,SRR17380241
Brevibacillus,3.6222657638474353e-06,woltka,SRR17380241
Herbaspirillum,3.5443675753775977e-06,woltka,SRR17380241
Petrimonas,3.5443675753775977e-06,woltka,SRR17380241
Novibacillus,3.5054184811426797e-06,woltka,SRR17380241
Vaginella,3.5054184811426797e-06,woltka,SRR17380241
Aliicoccus,3.4664693869077604e-06,woltka,SRR17380241
Propionispira,3.427520292672842e-06,woltka,SRR17380241
Arsenophonus,3.427520292672842e-06,woltka,SRR17380241
Solibacillus,3.427520292672842e-06,woltka,SRR17380241
Elizabethkingia,3.3496221042030044e-06,woltka,SRR17380241
Mitsuokella,3.310673009968086e-06,woltka,SRR17380241
Luteococcus,3.271723915733167e-06,woltka,SRR17380241
Acholeplasma,3.271723915733167e-06,woltka,SRR17380241
Magnetospirillum,3.19382572726333e-06,woltka,SRR17380241
Halococcus,3.0380293503236554e-06,woltka,SRR17380241
Nocardiopsis,2.9211820676189e-06,woltka,SRR17380241
Marinobacter,2.882232973383981e-06,woltka,SRR17380241
Anaerosporomusa,2.843283879149062e-06,woltka,SRR17380241
Thermus,2.843283879149062e-06,woltka,SRR17380241
Lachnospira,2.843283879149062e-06,woltka,SRR17380241
Candidatus Azobacteroides,2.8043347849141437e-06,woltka,SRR17380241
Salinivibrio,2.726436596444306e-06,woltka,SRR17380241
Parascardovia,2.726436596444306e-06,woltka,SRR17380241
Tetrasphaera,2.648538407974469e-06,woltka,SRR17380241
Diplosphaera,2.60958931373955e-06,woltka,SRR17380241
Halobacillus,2.570640219504631e-06,woltka,SRR17380241
Alkaliphilus,2.570640219504631e-06,woltka,SRR17380241
Proteus,2.570640219504631e-06,woltka,SRR17380241
Plesiomonas,2.492742031034794e-06,woltka,SRR17380241
Denitrobacterium,2.4148438425649567e-06,woltka,SRR17380241
Geobacillus,2.4148438425649567e-06,woltka,SRR17380241
Ewingella,2.4148438425649567e-06,woltka,SRR17380241
Xiangella,2.4148438425649567e-06,woltka,SRR17380241
Bibersteinia,2.375894748330038e-06,woltka,SRR17380241
Lascolabacillus,2.375894748330038e-06,woltka,SRR17380241
Bhargavaea,2.3369456540951195e-06,woltka,SRR17380241
Anaerovibrio,2.2200983713903634e-06,woltka,SRR17380241
Bosea,2.2200983713903634e-06,woltka,SRR17380241
Cardiobacterium,2.1811492771554446e-06,woltka,SRR17380241
Aeromonas,2.1422001829205262e-06,woltka,SRR17380241
Kallipyga,2.103251088685608e-06,woltka,SRR17380241
Candidatus Soleaferrea,2.064301994450689e-06,woltka,SRR17380241
Rummeliibacillus,2.02535290021577e-06,woltka,SRR17380241
Rouxiella,2.02535290021577e-06,woltka,SRR17380241
Tessaracoccus,1.947454711745933e-06,woltka,SRR17380241
Anaerococcus,1.908505617511014e-06,woltka,SRR17380241
Anoxybacillus,1.8695565232760957e-06,woltka,SRR17380241
Oenococcus,1.8306074290411769e-06,woltka,SRR17380241
Ornithinibacillus,1.8306074290411769e-06,woltka,SRR17380241
Thalassobacillus,1.7916583348062582e-06,woltka,SRR17380241
Avibacterium,1.7527092405713396e-06,woltka,SRR17380241
Kurthia,1.713760146336421e-06,woltka,SRR17380241
Auraticoccus,1.713760146336421e-06,woltka,SRR17380241
Kingella,1.713760146336421e-06,woltka,SRR17380241
Shuttleworthia,1.6748110521015022e-06,woltka,SRR17380241
Paracoccus,1.6748110521015022e-06,woltka,SRR17380241
Gynuella,1.6358619578665836e-06,woltka,SRR17380241
Pseudobacteroides,1.6358619578665836e-06,woltka,SRR17380241
Pleomorphobacterium,1.6358619578665836e-06,woltka,SRR17380241
Lonsdalea,1.6358619578665836e-06,woltka,SRR17380241
Paraburkholderia,1.596912863631665e-06,woltka,SRR17380241
Kitasatospora,1.596912863631665e-06,woltka,SRR17380241
Rhodovulum,1.5579637693967463e-06,woltka,SRR17380241
Anaerobacillus,1.5579637693967463e-06,woltka,SRR17380241
Haloferula,1.5579637693967463e-06,woltka,SRR17380241
Raineyella,1.5579637693967463e-06,woltka,SRR17380241
Saccharothrix,1.5190146751618275e-06,woltka,SRR17380241
Streptoalloteichus,1.5190146751618275e-06,woltka,SRR17380241
Aquibacillus,1.4800655809269089e-06,woltka,SRR17380241
Dendrosporobacter,1.4800655809269089e-06,woltka,SRR17380241
Rubritalea,1.4800655809269089e-06,woltka,SRR17380241
Dietzia,1.4411164866919905e-06,woltka,SRR17380241
Parasporobacterium,1.4021673924570717e-06,woltka,SRR17380241
Caulobacter,1.4021673924570717e-06,woltka,SRR17380241
Porphyrobacter,1.4021673924570717e-06,woltka,SRR17380241
Nocardia,1.363218298222153e-06,woltka,SRR17380241
Rhodospira,1.363218298222153e-06,woltka,SRR17380241
Catenibacterium,1.363218298222153e-06,woltka,SRR17380241
Lentibacillus,1.3242692039872344e-06,woltka,SRR17380241
Aestuariimicrobium,1.2853201097523156e-06,woltka,SRR17380241
Rubellimicrobium,1.2853201097523156e-06,woltka,SRR17380241
Verrucomicrobium,1.246371015517397e-06,woltka,SRR17380241
Pragia,1.246371015517397e-06,woltka,SRR17380241
Alteromonas,1.246371015517397e-06,woltka,SRR17380241
Anthococcus,1.246371015517397e-06,woltka,SRR17380241
Moraxella,1.2074219212824784e-06,woltka,SRR17380241
Marinobacterium,1.2074219212824784e-06,woltka,SRR17380241
Aestuariivita,1.1295237328126411e-06,woltka,SRR17380241
Rhodanobacter,1.1295237328126411e-06,woltka,SRR17380241
Candidatus Marithrix,1.0905746385777223e-06,woltka,SRR17380241
Gordonia,1.0905746385777223e-06,woltka,SRR17380241
Borreliella,1.0905746385777223e-06,woltka,SRR17380241
Paenisporosarcina,1.0516255443428037e-06,woltka,SRR17380241
Arsenicicoccus,1.012676450107885e-06,woltka,SRR17380241
Phormidium,1.012676450107885e-06,woltka,SRR17380241
Pseudoalteromonas,1.012676450107885e-06,woltka,SRR17380241
Cephaloticoccus,1.012676450107885e-06,woltka,SRR17380241
Halomonas,9.347782616380476e-07,woltka,SRR17380241
Jeotgalibaca,9.347782616380476e-07,woltka,SRR17380241
Cryptobacterium,8.958291674031291e-07,woltka,SRR17380241
Amycolatopsis,8.568800731682105e-07,woltka,SRR17380241
Dielma,8.568800731682105e-07,woltka,SRR17380241
Actinoplanes,8.568800731682105e-07,woltka,SRR17380241
Halolactibacillus,8.568800731682105e-07,woltka,SRR17380241
Edaphobacillus,8.568800731682105e-07,woltka,SRR17380241
Synergistes,8.179309789332918e-07,woltka,SRR17380241
Cosenzaea,7.789818846983732e-07,woltka,SRR17380241
Sporosarcina,7.789818846983732e-07,woltka,SRR17380241
Grimontia,7.789818846983732e-07,woltka,SRR17380241
Halorubrum,7.789818846983732e-07,woltka,SRR17380241
Alicyclobacillus,7.789818846983732e-07,woltka,SRR17380241
Mannheimia,7.789818846983732e-07,woltka,SRR17380241
Thioalkalivibrio,7.789818846983732e-07,woltka,SRR17380241
Legionella,7.400327904634544e-07,woltka,SRR17380241
Geofilum,7.400327904634544e-07,woltka,SRR17380241
Alysiella,7.400327904634544e-07,woltka,SRR17380241
Brachybacterium,7.400327904634544e-07,woltka,SRR17380241
Actinomadura,7.400327904634544e-07,woltka,SRR17380241
Sinosporangium,7.400327904634544e-07,woltka,SRR17380241
Bordetella,7.400327904634544e-07,woltka,SRR17380241
Anaeromassilibacillus,7.400327904634544e-07,woltka,SRR17380241
Aliivibrio,7.010836962285358e-07,woltka,SRR17380241
Brochothrix,7.010836962285358e-07,woltka,SRR17380241
Pasteurella,7.010836962285358e-07,woltka,SRR17380241
Bavariicoccus,7.010836962285358e-07,woltka,SRR17380241
Thermoactinomyces,7.010836962285358e-07,woltka,SRR17380241
Asticcacaulis,7.010836962285358e-07,woltka,SRR17380241
Skermanella,7.010836962285358e-07,woltka,SRR17380241
Kocuria,7.010836962285358e-07,woltka,SRR17380241
Lacinutrix,7.010836962285358e-07,woltka,SRR17380241
Aquitalea,7.010836962285358e-07,woltka,SRR17380241
Borrelia,7.010836962285358e-07,woltka,SRR17380241
Curvibacter,6.621346019936172e-07,woltka,SRR17380241
Asaccharospora,6.621346019936172e-07,woltka,SRR17380241
Stenotrophomonas,6.621346019936172e-07,woltka,SRR17380241
Candidatus Methanomethylicus,6.621346019936172e-07,woltka,SRR17380241
Methylopila,6.231855077586985e-07,woltka,SRR17380241
Trichococcus,6.231855077586985e-07,woltka,SRR17380241
Ehrlichia,6.231855077586985e-07,woltka,SRR17380241
Zhongshania,6.231855077586985e-07,woltka,SRR17380241
Candidatus Thiodiazotropha,6.231855077586985e-07,woltka,SRR17380241
Candidatus Regiella,6.231855077586985e-07,woltka,SRR17380241
Mastigocladopsis,6.231855077586985e-07,woltka,SRR17380241
Idiomarina,6.231855077586985e-07,woltka,SRR17380241
Caenispirillum,6.231855077586985e-07,woltka,SRR17380241
Granulicoccus,6.231855077586985e-07,woltka,SRR17380241
Acidilobus,6.231855077586985e-07,woltka,SRR17380241
Vagococcus,6.231855077586985e-07,woltka,SRR17380241
Melissococcus,6.231855077586985e-07,woltka,SRR17380241
Sporolactobacillus,6.231855077586985e-07,woltka,SRR17380241
Candidatus Hepatobacter,6.231855077586985e-07,woltka,SRR17380241
Basfia,6.231855077586985e-07,woltka,SRR17380241
Nitrincola,6.231855077586985e-07,woltka,SRR17380241
Catenuloplanes,5.842364135237799e-07,woltka,SRR17380241
Zooshikella,5.842364135237799e-07,woltka,SRR17380241
Thauera,5.842364135237799e-07,woltka,SRR17380241
Pelagirhabdus,5.452873192888612e-07,woltka,SRR17380241
Lutispora,5.452873192888612e-07,woltka,SRR17380241
Thiothrix,5.452873192888612e-07,woltka,SRR17380241
Peptoanaerobacter,5.452873192888612e-07,woltka,SRR17380241
Alkalimonas,5.452873192888612e-07,woltka,SRR17380241
Saccharopolyspora,5.452873192888612e-07,woltka,SRR17380241
Photorhabdus,5.452873192888612e-07,woltka,SRR17380241
Budvicia,5.452873192888612e-07,woltka,SRR17380241
Thiomargarita,5.452873192888612e-07,woltka,SRR17380241
Sphaerotilus,5.452873192888612e-07,woltka,SRR17380241
Desulfovibrio,5.452873192888612e-07,woltka,SRR17380241
Cupriavidus,5.452873192888612e-07,woltka,SRR17380241
Gemella,5.452873192888612e-07,woltka,SRR17380241
Archangium,5.063382250539425e-07,woltka,SRR17380241
Thermoanaerobacter,5.063382250539425e-07,woltka,SRR17380241
Arthrobacter,5.063382250539425e-07,woltka,SRR17380241
Tenuibacillus,4.67389130819024e-07,woltka,SRR17380241
Caryophanon,4.67389130819024e-07,woltka,SRR17380241
Globicatella,4.67389130819024e-07,woltka,SRR17380241
Desulfitobacterium,4.67389130819024e-07,woltka,SRR17380241
Psychrobacillus,4.67389130819024e-07,woltka,SRR17380241
Actinobacillus,4.67389130819024e-07,woltka,SRR17380241
Geosporobacter,4.67389130819024e-07,woltka,SRR17380241
Massilibacterium,4.67389130819024e-07,woltka,SRR17380241
Acidicaldus,4.67389130819024e-07,woltka,SRR17380241
Rosenbergiella,4.67389130819024e-07,woltka,SRR17380241
Aphanizomenon,4.67389130819024e-07,woltka,SRR17380241
Allisonella,4.67389130819024e-07,woltka,SRR17380241
Couchioplanes,4.67389130819024e-07,woltka,SRR17380241
Halothermothrix,4.67389130819024e-07,woltka,SRR17380241
Fischerella,4.67389130819024e-07,woltka,SRR17380241
Ferrimonas,4.284400365841053e-07,woltka,SRR17380241
Spirochaeta,4.284400365841053e-07,woltka,SRR17380241
Sulfurimonas,4.284400365841053e-07,woltka,SRR17380241
Arcanobacterium,3.894909423491866e-07,woltka,SRR17380241
Gracilibacillus,3.894909423491866e-07,woltka,SRR17380241
Aggregatibacter,3.894909423491866e-07,woltka,SRR17380241
Thiocapsa,3.894909423491866e-07,woltka,SRR17380241
Paraliobacillus,3.894909423491866e-07,woltka,SRR17380241
Phaseolibacter,3.894909423491866e-07,woltka,SRR17380241
Propionicicella,3.894909423491866e-07,woltka,SRR17380241
Francisella,3.894909423491866e-07,woltka,SRR17380241
Alkalibacillus,3.894909423491866e-07,woltka,SRR17380241
Histophilus,3.894909423491866e-07,woltka,SRR17380241
Albimonas,3.894909423491866e-07,woltka,SRR17380241
Salibacterium,3.894909423491866e-07,woltka,SRR17380241
Salimicrobium,3.894909423491866e-07,woltka,SRR17380241
Ureibacillus,3.894909423491866e-07,woltka,SRR17380241
Paucisalibacillus,3.894909423491866e-07,woltka,SRR17380241
Kamptonema,3.505418481142679e-07,woltka,SRR17380241
Microtetraspora,3.505418481142679e-07,woltka,SRR17380241
Candidatus Kuenenia,3.505418481142679e-07,woltka,SRR17380241
Abiotrophia,3.1159275387934925e-07,woltka,SRR17380241
Echinicola,3.1159275387934925e-07,woltka,SRR17380241
Natronincola,3.1159275387934925e-07,woltka,SRR17380241
Eremococcus,3.1159275387934925e-07,woltka,SRR17380241
Owenweeksia,3.1159275387934925e-07,woltka,SRR17380241
Thermaerobacter,3.1159275387934925e-07,woltka,SRR17380241
Nocardioides,3.1159275387934925e-07,woltka,SRR17380241
Erysipelothrix,3.1159275387934925e-07,woltka,SRR17380241
Granulicatella,3.1159275387934925e-07,woltka,SRR17380241
Streptacidiphilus,3.1159275387934925e-07,woltka,SRR17380241
Chitinophaga,3.1159275387934925e-07,woltka,SRR17380241
Saccharomonospora,3.1159275387934925e-07,woltka,SRR17380241
Olivibacter,3.1159275387934925e-07,woltka,SRR17380241
Marinilactibacillus,3.1159275387934925e-07,woltka,SRR17380241
Arsukibacterium,3.1159275387934925e-07,woltka,SRR17380241
Alteribacillus,3.1159275387934925e-07,woltka,SRR17380241
Hyphomicrobium,3.1159275387934925e-07,woltka,SRR17380241
Trichodesmium,3.1159275387934925e-07,woltka,SRR17380241
Flagellimonas,3.1159275387934925e-07,woltka,SRR17380241
Peptostreptococcus,3.1159275387934925e-07,woltka,SRR17380241
Alkaliflexus,3.1159275387934925e-07,woltka,SRR17380241
Nonomuraea,3.1159275387934925e-07,woltka,SRR17380241
Catenovulum,3.1159275387934925e-07,woltka,SRR17380241
Frondihabitans,2.726436596444306e-07,woltka,SRR17380241
Verminephrobacter,2.726436596444306e-07,woltka,SRR17380241
Cellvibrio,2.726436596444306e-07,woltka,SRR17380241
Marmoricola,2.726436596444306e-07,woltka,SRR17380241
Rubrimonas,2.726436596444306e-07,woltka,SRR17380241
Thiomonas,2.726436596444306e-07,woltka,SRR17380241
Micromonospora,2.726436596444306e-07,woltka,SRR17380241
Salinisphaera,2.726436596444306e-07,woltka,SRR17380241
Cohnella,2.33694565409512e-07,woltka,SRR17380241
Bradyrhizobium,2.33694565409512e-07,woltka,SRR17380241
Neofamilia,2.33694565409512e-07,woltka,SRR17380241
Leminorella,2.33694565409512e-07,woltka,SRR17380241
Schleiferia,2.33694565409512e-07,woltka,SRR17380241
Aeribacillus,2.33694565409512e-07,woltka,SRR17380241
Alcanivorax,2.33694565409512e-07,woltka,SRR17380241
Fictibacillus,2.33694565409512e-07,woltka,SRR17380241
Pseudospirillum,2.33694565409512e-07,woltka,SRR17380241
Streptosporangium,2.33694565409512e-07,woltka,SRR17380241
Caloramator,2.33694565409512e-07,woltka,SRR17380241
Azospirillum,2.33694565409512e-07,woltka,SRR17380241
Azonexus,2.33694565409512e-07,woltka,SRR17380241
Jonquetella,2.33694565409512e-07,woltka,SRR17380241
Lishizhenia,2.33694565409512e-07,woltka,SRR17380241
Parapedobacter,2.33694565409512e-07,woltka,SRR17380241
Lentimicrobium,2.33694565409512e-07,woltka,SRR17380241
Balneatrix,2.33694565409512e-07,woltka,SRR17380241
Thalassotalea,2.33694565409512e-07,woltka,SRR17380241
Schlesneria,2.33694565409512e-07,woltka,SRR17380241
Rheinheimera,2.33694565409512e-07,woltka,SRR17380241
Terrimicrobium,2.33694565409512e-07,woltka,SRR17380241
Tindallia,2.33694565409512e-07,woltka,SRR17380241
Caldisalinibacter,2.33694565409512e-07,woltka,SRR17380241
Actinomycetospora,2.33694565409512e-07,woltka,SRR17380241
Rugamonas,2.33694565409512e-07,woltka,SRR17380241
Azoarcus,2.33694565409512e-07,woltka,SRR17380241
Thermosediminibacter,2.33694565409512e-07,woltka,SRR17380241
Hydrogenophaga,2.33694565409512e-07,woltka,SRR17380241
Phocaeicola,2.33694565409512e-07,woltka,SRR17380241
Desulfitibacter,2.33694565409512e-07,woltka,SRR17380241
Agromyces,2.33694565409512e-07,woltka,SRR17380241
Epulopiscium,2.33694565409512e-07,woltka,SRR17380241
Winogradskyella,2.33694565409512e-07,woltka,SRR17380241
Microlunatus,2.33694565409512e-07,woltka,SRR17380241
Gracilibacter,2.33694565409512e-07,woltka,SRR17380241
Necropsobacter,2.33694565409512e-07,woltka,SRR17380241
Janthinobacterium,2.33694565409512e-07,woltka,SRR17380241
Octadecabacter,2.33694565409512e-07,woltka,SRR17380241
Arenimonas,2.33694565409512e-07,woltka,SRR17380241
Quadrisphaera,2.33694565409512e-07,woltka,SRR17380241
Ignavigranum,2.33694565409512e-07,woltka,SRR17380241
Nostoc,2.33694565409512e-07,woltka,SRR17380241
Blastococcus,1.947454711745933e-07,woltka,SRR17380241
Candidatus Jidaibacter,1.947454711745933e-07,woltka,SRR17380241
Formivibrio,1.947454711745933e-07,woltka,SRR17380241
Caenimonas,1.947454711745933e-07,woltka,SRR17380241
Leifsonia,1.947454711745933e-07,woltka,SRR17380241
Sutterella,1.947454711745933e-07,woltka,SRR17380241
Blastomonas,1.947454711745933e-07,woltka,SRR17380241
Ectothiorhodospira,1.947454711745933e-07,woltka,SRR17380241
Stackebrandtia,1.947454711745933e-07,woltka,SRR17380241
Prochlorococcus,1.947454711745933e-07,woltka,SRR17380241
Ideonella,1.947454711745933e-07,woltka,SRR17380241
Acidovorax,1.947454711745933e-07,woltka,SRR17380241
Deinococcus,1.947454711745933e-07,woltka,SRR17380241
Aeromicrobium,1.947454711745933e-07,woltka,SRR17380241
Meiothermus,1.5579637693967462e-07,woltka,SRR17380241
Frateuria,1.5579637693967462e-07,woltka,SRR17380241
Oxobacter,1.5579637693967462e-07,woltka,SRR17380241
Pseudoxanthomonas,1.5579637693967462e-07,woltka,SRR17380241
Leptolyngbya,1.5579637693967462e-07,woltka,SRR17380241
Devriesea,1.5579637693967462e-07,woltka,SRR17380241
Branchiibius,1.5579637693967462e-07,woltka,SRR17380241
Solimonas,1.5579637693967462e-07,woltka,SRR17380241
Thermicanus,1.5579637693967462e-07,woltka,SRR17380241
Microvirgula,1.5579637693967462e-07,woltka,SRR17380241
Malonomonas,1.5579637693967462e-07,woltka,SRR17380241
Demetria,1.5579637693967462e-07,woltka,SRR17380241
Tolumonas,1.5579637693967462e-07,woltka,SRR17380241
Chromobacterium,1.5579637693967462e-07,woltka,SRR17380241
Marichromatium,1.5579637693967462e-07,woltka,SRR17380241
Viridibacillus,1.5579637693967462e-07,woltka,SRR17380241
Haliea,1.5579637693967462e-07,woltka,SRR17380241
Ralstonia,1.5579637693967462e-07,woltka,SRR17380241
Chromohalobacter,1.5579637693967462e-07,woltka,SRR17380241
Candidatus Hamiltonella,1.5579637693967462e-07,woltka,SRR17380241
Alkalibacterium,1.5579637693967462e-07,woltka,SRR17380241
Pseudosphingobacterium,1.5579637693967462e-07,woltka,SRR17380241
Mastigocladus,1.5579637693967462e-07,woltka,SRR17380241
Thiocystis,1.5579637693967462e-07,woltka,SRR17380241
Knoellia,1.5579637693967462e-07,woltka,SRR17380241
Noviherbaspirillum,1.5579637693967462e-07,woltka,SRR17380241
Oceanimonas,1.5579637693967462e-07,woltka,SRR17380241
Gramella,1.5579637693967462e-07,woltka,SRR17380241
Methylogaea,1.5579637693967462e-07,woltka,SRR17380241
Arcticibacter,1.5579637693967462e-07,woltka,SRR17380241
Ferriphaselus,1.5579637693967462e-07,woltka,SRR17380241
Endozoicomonas,1.5579637693967462e-07,woltka,SRR17380241
Sunxiuqinia,1.5579637693967462e-07,woltka,SRR17380241
Halioglobus,1.5579637693967462e-07,woltka,SRR17380241
Roseiflexus,1.5579637693967462e-07,woltka,SRR17380241
Gloeobacter,1.5579637693967462e-07,woltka,SRR17380241
Kribbia,1.5579637693967462e-07,woltka,SRR17380241
Trichormus,1.5579637693967462e-07,woltka,SRR17380241
Oceanicola,1.5579637693967462e-07,woltka,SRR17380241
Acetobacterium,1.5579637693967462e-07,woltka,SRR17380241
Achromobacter,1.5579637693967462e-07,woltka,SRR17380241
Lawsonella,1.5579637693967462e-07,woltka,SRR17380241
Smithella,1.5579637693967462e-07,woltka,SRR17380241
Aurantimonas,1.5579637693967462e-07,woltka,SRR17380241
Microbispora,1.5579637693967462e-07,woltka,SRR17380241
Pseudarthrobacter,1.5579637693967462e-07,woltka,SRR17380241
Brevibacterium,1.5579637693967462e-07,woltka,SRR17380241
Alloiococcus,1.5579637693967462e-07,woltka,SRR17380241
Aequorivita,1.5579637693967462e-07,woltka,SRR17380241
Pustulibacterium,1.5579637693967462e-07,woltka,SRR17380241
Vulcanisaeta,1.5579637693967462e-07,woltka,SRR17380241
Planomicrobium,1.5579637693967462e-07,woltka,SRR17380241
Paraglaciecola,1.5579637693967462e-07,woltka,SRR17380241
Cellulosimicrobium,1.5579637693967462e-07,woltka,SRR17380241
Acaryochloris,1.5579637693967462e-07,woltka,SRR17380241
Defluviitalea,1.5579637693967462e-07,woltka,SRR17380241
Aerococcus,1.5579637693967462e-07,woltka,SRR17380241
Synechocystis,1.5579637693967462e-07,woltka,SRR17380241
Candidatus Photodesmus,1.5579637693967462e-07,woltka,SRR17380241
Marininema,1.5579637693967462e-07,woltka,SRR17380241
Trueperella,1.5579637693967462e-07,woltka,SRR17380241
Anaplasma,1.1684728270475597e-07,woltka,SRR17380241
Sandarakinorhabdus,1.1684728270475597e-07,woltka,SRR17380241
Prauserella,1.1684728270475597e-07,woltka,SRR17380241
Erythrobacter,1.1684728270475597e-07,woltka,SRR17380241
Ilumatobacter,1.1684728270475597e-07,woltka,SRR17380241
Patulibacter,1.1684728270475597e-07,woltka,SRR17380241
Defluviimonas,1.1684728270475597e-07,woltka,SRR17380241
Actinocatenispora,1.1684728270475597e-07,woltka,SRR17380241
Curtobacterium,1.1684728270475597e-07,woltka,SRR17380241
Croceicoccus,1.1684728270475597e-07,woltka,SRR17380241
Nitrosomonas,1.1684728270475597e-07,woltka,SRR17380241
Ensifer,1.1684728270475597e-07,woltka,SRR17380241
Rothia,1.1684728270475597e-07,woltka,SRR17380241
Gilvimarinus,1.1684728270475597e-07,woltka,SRR17380241
Pseudorhizobium,1.1684728270475597e-07,woltka,SRR17380241
Lechevalieria,1.1684728270475597e-07,woltka,SRR17380241
Terracoccus,1.1684728270475597e-07,woltka,SRR17380241
Lentzea,7.789818846983731e-08,woltka,SRR17380241
Hoyosella,7.789818846983731e-08,woltka,SRR17380241
Candidatus Moranella,7.789818846983731e-08,woltka,SRR17380241
Pseudopedobacter,7.789818846983731e-08,woltka,SRR17380241
Pseudodonghicola,7.789818846983731e-08,woltka,SRR17380241
Psychromonas,7.789818846983731e-08,woltka,SRR17380241
Melaminivora,7.789818846983731e-08,woltka,SRR17380241
Fortiea,7.789818846983731e-08,woltka,SRR17380241
Oerskovia,7.789818846983731e-08,woltka,SRR17380241
Sulfuritalea,7.789818846983731e-08,woltka,SRR17380241
Pseudarcicella,7.789818846983731e-08,woltka,SRR17380241
Kaistia,7.789818846983731e-08,woltka,SRR17380241
Oleiagrimonas,7.789818846983731e-08,woltka,SRR17380241
Tenacibaculum,7.789818846983731e-08,woltka,SRR17380241
Perlucidibaca,7.789818846983731e-08,woltka,SRR17380241
Pseudooceanicola,7.789818846983731e-08,woltka,SRR17380241
Salinispora,7.789818846983731e-08,woltka,SRR17380241
Salipaludibacillus,7.789818846983731e-08,woltka,SRR17380241
Enterovibrio,7.789818846983731e-08,woltka,SRR17380241
Kouleothrix,7.789818846983731e-08,woltka,SRR17380241
Muribacter,7.789818846983731e-08,woltka,SRR17380241
Methylomicrobium,7.789818846983731e-08,woltka,SRR17380241
Lacticigenium,7.789818846983731e-08,woltka,SRR17380241
Paraclostridium,7.789818846983731e-08,woltka,SRR17380241
Labilibacter,7.789818846983731e-08,woltka,SRR17380241
Weeksella,7.789818846983731e-08,woltka,SRR17380241
Ventosimonas,7.789818846983731e-08,woltka,SRR17380241
Polymorphum,7.789818846983731e-08,woltka,SRR17380241
Mobilicoccus,7.789818846983731e-08,woltka,SRR17380241
Sphaerimonospora,7.789818846983731e-08,woltka,SRR17380241
Ruegeria,7.789818846983731e-08,woltka,SRR17380241
Acidihalobacter,7.789818846983731e-08,woltka,SRR17380241
Monashia,7.789818846983731e-08,woltka,SRR17380241
Inquilinus,7.789818846983731e-08,woltka,SRR17380241
Beggiatoa,7.789818846983731e-08,woltka,SRR17380241
Hahella,7.789818846983731e-08,woltka,SRR17380241
Flexithrix,7.789818846983731e-08,woltka,SRR17380241
Leptothrix,7.789818846983731e-08,woltka,SRR17380241
Pelistega,7.789818846983731e-08,woltka,SRR17380241
Mangrovimonas,7.789818846983731e-08,woltka,SRR17380241
Limnothrix,7.789818846983731e-08,woltka,SRR17380241
Alishewanella,7.789818846983731e-08,woltka,SRR17380241
Hamadaea,7.789818846983731e-08,woltka,SRR17380241
Psychroflexus,7.789818846983731e-08,woltka,SRR17380241
Fodinicurvata,7.789818846983731e-08,woltka,SRR17380241
Thermobifida,7.789818846983731e-08,woltka,SRR17380241
Kyrpidia,7.789818846983731e-08,woltka,SRR17380241
Fuchsiella,7.789818846983731e-08,woltka,SRR17380241
Spirulina,7.789818846983731e-08,woltka,SRR17380241
Roseicitreum,7.789818846983731e-08,woltka,SRR17380241
Chishuiella,7.789818846983731e-08,woltka,SRR17380241
Glaciecola,7.789818846983731e-08,woltka,SRR17380241
Fusobacterium,7.789818846983731e-08,woltka,SRR17380241
Hyphomonas,7.789818846983731e-08,woltka,SRR17380241
Cecembia,7.789818846983731e-08,woltka,SRR17380241
Calothrix,7.789818846983731e-08,woltka,SRR17380241
Rudaea,7.789818846983731e-08,woltka,SRR17380241
Herbiconiux,7.789818846983731e-08,woltka,SRR17380241
Candidatus Methylomirabilis,7.789818846983731e-08,woltka,SRR17380241
Modestobacter,7.789818846983731e-08,woltka,SRR17380241
Alkalilimnicola,7.789818846983731e-08,woltka,SRR17380241
Frischella,7.789818846983731e-08,woltka,SRR17380241
Halothiobacillus,7.789818846983731e-08,woltka,SRR17380241
Candidatus Xiphinematobacter,7.789818846983731e-08,woltka,SRR17380241
Thiomicrospira,7.789818846983731e-08,woltka,SRR17380241
Methylocaldum,7.789818846983731e-08,woltka,SRR17380241
Desulfuribacillus,7.789818846983731e-08,woltka,SRR17380241
Altibacter,7.789818846983731e-08,woltka,SRR17380241
Enteractinococcus,7.789818846983731e-08,woltka,SRR17380241
Oceanicaulis,7.789818846983731e-08,woltka,SRR17380241
Duganella,7.789818846983731e-08,woltka,SRR17380241
Thioalkalimicrobium,7.789818846983731e-08,woltka,SRR17380241
Candidatus Schmidhempelia,7.789818846983731e-08,woltka,SRR17380241
