Genus,Count
Lacinutrix,0.0007713059248419104
Formosa,0.0005330476298716988
Capnocytophaga,0.00022453272656080102
Nonlabens,0.0003216205681309403
Aequorivita,0.0007132233895125945
Kordia,0.0008981309062432041
Algibacter,0.0006639349766716662
Dokdonia,0.00041403887449358517
Galbibacter,0.0010473331917234495
Salegentibacter,0.0005162621918776065
Seonamhaeicola,0.0007737855391993824
Leeuwenhoekiella,0.0007258341733159146
Changchengzhania,0.0006972699883156233
Myroides,0.00016591537244850095
Psychroflexus,0.0004079613883233104
Gilvibacter,0.000609936512048775
Olleya,0.00039422626957848943
Antarcticibacterium,0.000367849979599497
Muriicola,0.0005490401006226219
Tamlana,0.0003448770818758584
Flavivirga,0.0005013926090476677
Mariniflexile,0.00046735868649412903
Oceanihabitans,0.0004649884668877219
Pukyongia,0.00044274486750451626
Urechidicola,0.00044037464789810913
Robiginitalea,0.0004299213716852365
Siansivirga,0.00042189908994047384
Zunongwangia,0.0003944896273125347
Mesoflavibacter,0.0003652569188335131
Lutibacter,0.0002803544370347747
Gillisia,0.00026753094121549496
Wenyingzhuangia,0.00024875150894934596
Croceibacter,0.0002368396360556074
Altibacter,0.0001382628103737508
Amniculibacterium,0.0001061129085329973
Psychroserpens,0.00010331726489467092
Chryseobacterium,0.00012774875929917547
Kaistella,0.00010118146261197437
Epilithonimonas,9.225624006477086e-05
Planobacterium,9.055454393709392e-06
Elizabethkingia,0.00016442638833678364
Empedobacter,0.00011185613296390696
Ornithobacterium,0.0001635451528420938
Cloacibacterium,8.929853012857047e-05
Riemerella,0.00012489234079914632
Apibacter,2.6740939149208943e-05
Weeksella,3.0752080021590286e-05
Cruoricaptor,2.102810214915067e-05
Bergeyella,7.961506883059936e-06
Croceimicrobium,0.00011978725241611553
Owenweeksia,9.821217651164012e-05
Blattabacterium,5.403753417684301e-05
Fluviicola,5.500124984098658e-05
Candidatus_Sulcia_muelleri,1.2154972340549521e-07
Ichthyobacterium,6.077486170274761e-08
Echinicola,0.00015303110176751846
Algoriphagus,0.00021012908433724984
Aquiflexum,0.00027749801853474556
Cyclobacterium,9.11217759796529e-05
Belliella,7.609012685184e-05
Spirosoma,5.034963542604551e-05
Runella,4.934918770263105e-05
Arcticibacterium,7.663710060716472e-05
Leadbetterella,7.627245143694824e-05
Dyadobacter,4.0516574468498395e-05
Rhodocytophaga,6.0714086841044855e-05
Aquirufa,4.989616145795578e-05
Fibrella,2.179791706405214e-05
Cytophaga,3.889591148975847e-06
Hymenobacter,1.776739869953369e-05
Pontibacter,5.1484989985327606e-05
Adhaeribacter,0.0001117041958096501
Rufibacter,1.4737903962916294e-05
Nibribacter,1.9691055191690223e-05
Flammeovirga,6.685234787302236e-05
Flammeovirgaceae_bacterium_R1DC9,0.00020092169278928358
Marivirga,0.0002577461884813526
Fulvivirga,0.00021957957533202708
Chryseolinea,2.430994468109904e-05
Bernardetia,8.113444037316805e-05
Candidatus_Amoebophilus,5.481892525587834e-05
Candidatus_Cardinium,1.0939475106494568e-06
Sphingobacterium,9.253985608605035e-05
Mucilaginibacter,0.0001042809805588145
Pedobacter,9.184297100519218e-05
Olivibacter,9.274243895839284e-05
Pseudopedobacter,3.6039492989729326e-05
Solitalea,2.096732728744792e-05
Anseongella,2.3702196064071564e-06
Bacteroides,3.585138032255416e-05
Prevotella,1.637346274109318e-05
Paraprevotella,1.8840207127851757e-06
Alloprevotella,1.51937154256869e-06
Parabacteroides,5.1828802060103154e-05
Tannerella,4.618889489408817e-06
Phocaeicola_vulgatus,0.00011996957700122377
Phocaeicola_salanitronis,5.9437814745287153e-05
Phocaeicola_dorei,4.4122549596194755e-05
Phocaeicola_coprophilus,3.1846027532239746e-05
Dysgonomonas,4.331221810682479e-05
Proteiniphilum,4.2724727777031564e-05
Petrimonas,1.4646741670362171e-05
Paludibacter,0.00011565456182032869
Butyricimonas,4.404151644725776e-05
Odoribacter,5.5305124149500315e-06
Tenuifilum,4.1326905957868366e-05
Coprobacter,1.3856668468226454e-05
Barnesiella,1.0939475106494568e-06
Alistipes,4.115326349586051e-06
Salinivirga,1.2580396372468754e-05
Porphyromonas,3.8409712596136485e-06
Duncaniella,3.4641671170566134e-06
Muribaculum,2.430994468109904e-06
Sodaliphilus,7.900732021357188e-07
Prolixibacteraceae_bacterium_WC007,0.000190468416576411
Draconibacterium,6.190932578786555e-05
Labilibaculum,8.897439753282249e-05
Alkalitalea,6.186880921339705e-05
Chitinophaga,8.870428703636584e-05
Arachidicoccus,7.684373513695407e-05
Flavisolibacter,9.723977872439616e-05
Niabella,5.781715176654722e-05
Niastella,5.2084056479254695e-05
Paraflavitalea,4.6067345170682684e-05
Pseudocnuella,4.4669523351519486e-05
Filimonas,3.8348937734433736e-05
Pseudobacter,3.6586466745054056e-05
Phnomibacter,2.6740939149208943e-05
Lacibacter,2.4978468159829263e-05
Panacibacter,2.309444744704409e-05
Saprospira,2.582931622366773e-05
Haliscomenobacter,2.2000499936394633e-05
Rhodothermus_marinus,9.967077319250606e-06
Salinibacter_ruber,6.07748617027476e-07
Prosthecochloris,1.950873060658198e-05
Chlorobium,7.59685771284345e-06
Pelodictyon,7.414533127735207e-06
Chlorobaculum,2.0663452978934185e-06
Chloroherpeton,2.1271201595961662e-06
Ignavibacterium,3.03874308513738e-07
Melioribacter,1.823245851082428e-07
Gemmatimonas,2.6558614564100702e-05
Gemmatirosa,8.873129808601149e-06
Fibrobacter,6.077486170274761e-08
Micromonospora,0.007498916997380749
Actinoplanes,7.305138376670262e-05
Plantactinospora,5.345149086756652e-05
Actinocatenispora,6.664976500067987e-05
Phytohabitans,3.723473193655003e-05
Salinispora,3.1035696042869775e-05
Polymorphospora,4.071915734084089e-05
Catellatospora,3.7437314808892524e-05
Verrucosispora,1.628766293633636e-05
Microlunatus,0.000545150509473646
Tessaracoccus,0.00020578368172550338
Auraticoccus,0.0005584602041865478
Acidipropionibacterium,0.00020067859334247257
Brevilactibacter,0.00025950865947073224
Raineyella,0.00025798928792816354
Propionibacterium,8.557100527746862e-05
Cutibacterium,5.9680914192098146e-05
Arachnia,9.62673809371522e-05
Propionimicrobium,1.0331726489467092e-05
Nocardioides,0.00010377220814513148
Friedmanniella,0.00030205106266265557
Aeromicrobium,5.887564727453674e-05
Micropruina,0.00016014176058673992
Marmoricola,6.411747909639873e-05
Pimelobacter,3.968598469189418e-05
Mumia,3.202835211734799e-05
Kribbella,0.00012770824272470696
Actinopolymorpha,5.020003576646952e-05
Microbacterium,3.606801996563062e-05
Curtobacterium,2.8928834170507857e-05
Agromyces,2.7740347986098574e-05
Rathayibacter,1.865320755338176e-05
Leifsonia,4.200758440893914e-05
Leucobacter,1.8718657404446262e-05
Agrococcus,2.9487962898173136e-05
Salinibacterium,1.8131167074653032e-05
Cryobacterium,2.4097232665139423e-05
Clavibacter,3.0468464000310796e-05
Plantibacter,2.1878950212989137e-05
Humibacter,2.5403892191748497e-05
Microterricola,3.172447780883425e-05
Herbiconiux,2.5464667053451245e-05
Mycetocola,1.4991132553344407e-05
Frondihabitans,1.4626483383127921e-05
Protaetiibacter,1.0058239611804728e-05
Diaminobutyricimonas,1.8171683649121532e-05
Frigoribacterium,1.5315265149092395e-05
Glaciihabitans,1.4829066255470414e-05
Marisediminicola,1.2215747202252268e-05
Cnuibacter,1.0817925383089074e-05
Gryllotalpicola,7.657632574546197e-06
Chryseoglobus,3.6464917021648562e-06
Agreia,5.348187829841789e-06
Aurantimicrobium,2.1878950212989136e-06
Microcella,1.51937154256869e-06
Rhodoluna,5.165863244733546e-07
Aquiluna,1.2154972340549521e-07
Pontimonas,4.254240319192332e-07
Arthrobacter,2.985621354167571e-05
Kocuria,3.4104826558858525e-05
Glutamicibacter,4.229930374511233e-05
Pseudarthrobacter,1.3889818392791588e-05
Micrococcus,7.08634887454037e-05
Rothia,1.5816657758140065e-05
Sinomonas,3.2980491617357696e-05
Citricoccus,2.4674593851315526e-05
Paenarthrobacter,7.779182297951694e-06
Psychromicrobium,1.3856668468226454e-05
Zhihengliuella,8.508480638384665e-06
Auritidibacter,4.6796643511115655e-06
Nesterenkonia,3.4033922553538657e-06
Renibacterium,2.6740939149208943e-06
Neomicrococcus,1.6409212659741853e-06
Brevibacterium,5.0799681068603294e-05
Janibacter,3.906608110252615e-05
Arsenicicoccus,7.645477602205648e-05
Phycicoccus,4.724232583026914e-05
Pedococcus,4.308937694724805e-05
Intrasporangium,3.652569188335131e-05
Tetrasphaera,3.43377968620524e-05
Cellulomonas,4.483314797918073e-05
Pseudactinotalea,2.8807284447102364e-05
Oerskovia,2.2243599383205622e-05
Actinotalea,1.0331726489467092e-05
Paraoerskovia,8.508480638384665e-06
Ornithinimicrobium,6.638640726663463e-05
Serinicoccus,4.708836284728884e-05
Brachybacterium,5.4378307508533414e-05
Devriesea,1.0149401904358849e-05
Dermabacter,5.226638106436294e-06
Cellulosimicrobium,3.23626138567131e-05
Isoptericola,2.5403892191748497e-05
Xylanimonas,2.2284115957674122e-05
Xylanimicrobium,1.1425674000116549e-05
Ruania,6.241578296872179e-05
Luteipulveratus,4.4487198766411245e-05
Dermacoccus,2.7672820361984407e-05
Yimella,2.5768541361964983e-05
Georgenia,3.181564010138837e-05
Beutenbergia,2.959735764923808e-05
Miniimonas,2.41276200959908e-05
Mobilicoccus,3.555329409610735e-05
Austwickia,1.5376040010795143e-05
Dermatophilus,1.6409212659741853e-06
Kytococcus,3.597871812802658e-05
Sanguibacter,2.1959983361926133e-05
Luteimicrobium_xylanilyticum,4.8741439085603576e-05
Jonesia,6.077486170274761e-08
Mycolicibacterium,4.496624767630349e-05
Mycobacterium,2.0564412463566745e-05
Mycobacteroides,1.816300152602114e-05
Mycolicibacter,1.5534054651222286e-05
Mycolicibacillus,1.6044563489525366e-05
Hoyosella,1.1061024829900063e-05
Rhodococcus,2.5350528898546087e-05
Nocardia,5.6677921025609444e-05
Corynebacterium,1.3810027295291786e-05
Gordonia,4.0572018201981606e-05
Skermania,2.78348866598584e-05
Tomitella_sp._HY188,0.0002585362616834883
Tomitella_sp._HY172,2.6740939149208943e-05
Tsukamurella,6.535323461768792e-05
Dietzia,3.383944299608986e-05
Segniliparus,4.80121407451706e-06
Lawsonella,3.646491702164856e-07
Streptomyces,3.866759511741571e-05
Streptacidiphilus,5.029119805902364e-05
Kitasatospora,3.144086178755476e-05
Amycolatopsis,6.0541891399553735e-05
Pseudonocardia,7.010717935532508e-05
Saccharopolyspora,4.82147236175131e-05
Saccharothrix,4.454797362811399e-05
Saccharomonospora,2.4639865358913957e-05
Kutzneria,5.250948051117393e-05
Actinoalloteichus,2.3070137502362992e-05
Allokutzneria,3.348694879821393e-05
Kibdelosporangium,3.336539907480843e-05
Actinosynnema,2.001518778743821e-05
Lentzea,2.3884520649179806e-05
Alloactinosynnema,2.2972897723638594e-05
Prauserella,1.51937154256869e-05
Actinomadura,5.9705224136779244e-05
Thermomonospora,4.0192441872750416e-05
Nonomuraea,6.515065174534543e-05
Streptosporangium,3.934159380891195e-05
Thermobispora,2.0116479223609456e-05
Nocardiopsis,4.908177831113897e-05
Streptomonospora,1.64699875214446e-05
Thermobifida,1.549758973420064e-05
Actinomyces,1.2578145451664948e-05
Flaviflexus,7.35375826603246e-06
Trueperella,5.7736118617610225e-06
Schaalia,4.4244099319600255e-06
Actinobaculum,5.7736118617610225e-06
Winkia,5.044313521328051e-06
Arcanobacterium,1.969105519169022e-06
Pauljensenia,2.6740939149208943e-06
Actinotignum,2.2486698830016613e-06
Mobiluncus,1.2762720957576996e-06
Fannyhessea,1.823245851082428e-07
Frankia,3.1116729191806775e-05
Jiangella,6.304378987298351e-05
Nakamurella,3.656215680037296e-05
Modestobacter,3.269687559607821e-05
Blastococcus,3.239300128756447e-05
Geodermatophilus,2.1939725074691885e-05
Epidermidibacterium,6.448212826661521e-05
Bifidobacterium,4.9700331348024705e-06
Parascardovia,2.734868776623642e-06
Scardovia,1.0331726489467092e-06
Kineococcus,3.944288524508319e-05
Catenulispora,3.79235137025145e-05
Actinopolyspora,2.661938942580345e-05
Stackebrandtia,2.0481128393825942e-05
Natronoglycomyces,2.79564363832639e-06
Jatrophihabitans,1.3552794159712714e-05
Candidatus_Planktophila,3.54925192344046e-06
Candidatus_Nanopelagicus,2.0258287234249202e-07
Acidothermus,5.165863244733546e-06
Adlercreutzia,1.5355781723560895e-05
Gordonibacter,8.467964063916167e-06
Slackia,9.420103563925877e-06
Arabia,2.917193361731885e-06
Eggerthella,1.6611795532084344e-06
Berryella,2.3702196064071564e-06
Cryptobacterium,1.823245851082428e-07
Olsenella,5.157181121633154e-06
Parolsenella,7.292983404329712e-07
Rubrobacter,7.070142244752971e-06
Baekduia,1.6166113212930862e-05
Conexibacter,1.721954414911182e-05
Egicoccus,9.298553840520383e-06
Euzebya,8.265381191573674e-06
Egibacter,6.867559372410479e-06
Actinomarinicola,6.867559372410479e-06
Ilumatobacter,6.016711308572013e-06
Acidimicrobium,6.077486170274761e-08
Bacillus,1.750592266410507e-05
Alkalihalobacillus,4.077993220254364e-05
Psychrobacillus,5.6358555085681275e-05
Anoxybacillus,4.038489560147578e-05
Cytobacillus,2.7032658485382135e-05
Lysinibacillus,1.3383975099427305e-05
Rossellomorea,3.561406895781009e-05
Virgibacillus,1.3717754498620173e-05
Weizmannia,4.6067345170682684e-05
Peribacillus,1.2782979244811247e-05
Priestia,1.6500374952295972e-05
Aeribacillus,2.941503306412984e-05
Salicibibacter,1.7908325915076294e-05
Neobacillus,1.393770161716345e-05
Mesobacillus,1.3735118744820957e-05
Lederbergia,1.9144081436365496e-05
Salimicrobium,1.750316017039131e-05
Geobacillus,6.8797143447510284e-06
Oceanobacillus,7.961506883059936e-06
Heyndrickxia,3.67687913301623e-06
Pradoshia,6.867559372410479e-06
Anaerobacillus,6.502910202193993e-06
Sutcliffiella,3.6870082766333545e-06
Parageobacillus,1.8232458510824281e-06
Caldibacillus,3.889591148975847e-06
Fictibacillus,2.512027617046901e-06
Gracilibacillus,3.7072665638676036e-06
Halobacillus,6.989109095815975e-07
Sediminibacillus,4.861988936219809e-07
Niallia,4.254240319192332e-07
Metabacillus,1.620662978739936e-07
Lentibacillus,1.823245851082428e-07
Radiobacillus,1.2154972340549521e-07
Pontibacillus,8.10331489369968e-08
Amphibacillus,1.2154972340549521e-07
Paraliobacillus,6.077486170274761e-08
Evansella,6.077486170274761e-08
Paenibacillus,7.219256522919822e-06
Brevibacillus,1.1234667291907914e-05
Cohnella,3.869332861741597e-06
Thermobacillus,1.2762720957576996e-06
Saccharibacillus,9.723977872439617e-07
Aneurinibacillus,2.4309944681099043e-07
Sporosarcina,2.251100877469771e-05
Planococcus,6.806784510707731e-06
Viridibacillus,8.933904670303897e-06
Paenisporosarcina,2.6740939149208943e-06
Jeotgalibacillus,1.7016961276769328e-06
Rummeliibacillus,4.861988936219809e-07
Kurthia,6.077486170274761e-08
Planomicrobium,6.077486170274761e-08
Solibacillus,6.077486170274761e-08
Staphylococcus,8.176006394951986e-06
Mammaliicoccus,4.983538659625303e-06
Macrococcus,1.2154972340549521e-07
Jeotgalicoccus,1.620662978739936e-07
Listeria,1.2300832008636114e-05
Brochothrix,6.077486170274761e-08
Exiguobacterium_sp._MH3,1.9569505468284726e-05
Exiguobacterium_sp._Helios,4.861988936219809e-07
Exiguobacterium_sp._AT1b,2.4309944681099043e-07
Exiguobacterium_sp._PFWT01,1.2154972340549521e-07
Exiguobacterium_mexicanum,1.2762720957576997e-05
Exiguobacterium_sibiricum,3.646491702164856e-07
Exiguobacterium_antarcticum,1.2154972340549521e-07
Gemella_sanguinis,8.994679532006645e-06
Gemella_sp._zg-570,1.3370469574604472e-06
Gemella_haemolysans,3.646491702164856e-07
Gemella_morbillorum,1.2154972340549521e-07
Alicyclobacillus,7.2929834043297125e-06
Tumebacillus,2.9779682234346327e-06
Kyrpidia,2.0663452978934185e-06
Effusibacillus,6.077486170274761e-08
Laceyella,3.6464917021648562e-06
Staphylospora,1.215497234054952e-06
Thermoactinomyces,4.861988936219809e-07
Kroppenstedtia,1.2154972340549521e-07
Sporolactobacillus,6.077486170274761e-08
Lactobacillus,1.3276969787369475e-05
Lacticaseibacillus,1.9847333407497287e-05
Oenococcus,2.789566152156115e-05
Limosilactobacillus,2.1392751319367155e-05
Lactiplantibacillus,2.593060765983898e-05
Leuconostoc,1.215497234054952e-05
Weissella,6.047098739423386e-06
Companilactobacillus,6.239552468148754e-06
Amylolactobacillus,1.5862238904417125e-05
Secundilactobacillus,9.318812127754633e-06
Loigolactobacillus,4.406177473449201e-06
Paucilactobacillus,3.0995179468401277e-06
Ligilactobacillus,3.6870082766333545e-06
Fructilactobacillus,2.1878950212989136e-06
Levilactobacillus,1.1749806595864536e-06
Schleiferilactobacillus,1.5801464042714375e-06
Latilactobacillus,7.292983404329712e-07
Pediococcus,1.4585966808659424e-07
Lentilactobacillus,1.51937154256869e-07
Lapidilactobacillus,2.4309944681099043e-07
Liquorilactobacillus,1.2154972340549521e-07
Furfurilactobacillus,1.823245851082428e-07
Streptococcus,1.7831344423586144e-05
Lactococcus,1.4069380484186069e-05
Enterococcus,1.714719312327522e-05
Tetragenococcus,1.2843754106513993e-05
Vagococcus,3.4033922553538653e-07
Dolosigranulum,1.2823495819279743e-05
Carnobacterium,7.617116000077699e-06
Jeotgalibaca,3.3021008191826197e-06
Aerococcus,1.2154972340549521e-07
Suicoccus,1.2154972340549521e-07
Clostridium,1.2780085203777781e-05
Candidatus_Arthromitus,2.41276200959908e-05
Crassaminicella,1.3978218191631948e-05
Alkaliphilus,5.915419872400766e-06
Caloramator,7.718407436248945e-06
Geosporobacter,5.165863244733546e-06
Caloranaerobacter,1.823245851082428e-07
Hathewaya,1.2154972340549521e-07
Sarcina,6.077486170274761e-08
Hungatella,6.077486170274761e-08
Enterocloster,4.189413800042735e-05
Coprococcus,2.9475807925832587e-05
Butyrivibrio,2.038996610127182e-05
Lachnoclostridium,1.3054440293750185e-05
Anaerotignum,2.072422784063693e-05
Anaerostipes,5.500124984098658e-06
Blautia,2.79564363832639e-06
Lacrimispora,4.456823191534824e-06
Cellulosilyticum,4.618889489408817e-06
Anaerobutyricum,4.55811462770607e-06
Anaerocolumna,1.0939475106494568e-06
Lachnoanaerobaculum,2.0055704361906707e-06
Roseburia,3.646491702164856e-07
Herbinix,3.03874308513738e-07
Mediterraneibacter,6.077486170274761e-08
Pseudoclostridium,0.000158196965012252
Caproiciproducens,8.508480638384665e-06
Ruminococcus,4.886298880900907e-06
Ruminiclostridium,7.657632574546197e-06
Fastidiosipila,4.2542403191923325e-06
Faecalibacterium,3.6464917021648562e-06
Flavonifractor,3.6464917021648562e-06
Caproicibacterium,3.03874308513738e-06
Oscillibacter,8.103314893699681e-07
Acetivibrio,5.773611861761022e-07
Ruthenibacterium,9.116229255412141e-07
Acutalibacter,2.4309944681099043e-07
Thermoclostridium,2.4309944681099043e-07
Desulfosporosinus,1.4464417085253929e-05
Dehalobacterium,2.965813251094083e-05
Thermoanaerosceptrum,2.351987147896332e-05
Desulfotomaculum,8.326156053276422e-06
Desulfitobacterium,4.416306617066326e-06
Dehalobacter,4.497339766003323e-06
Candidatus_Desulforudis,1.3370469574604472e-06
Thermincola,1.823245851082428e-07
Desulfofarcimen,1.823245851082428e-07
Candidatus_Formimonas,1.2154972340549521e-07
Syntrophobotulus,6.077486170274761e-08
Desulfallas,6.077486170274761e-08
Aminipila,1.3066595266090734e-05
Intestinimonas_butyriciproducens,2.5282342468343e-05
Thermaerobacter,3.4337796862052393e-06
Flintibacter_sp._KGMB00164,1.5801464042714375e-06
Vallitalea,1.191187289373853e-05
Petrocella,1.0210176766061597e-05
Peptacetobacter,1.3370469574604472e-05
Paraclostridium,5.348187829841789e-06
Clostridioides,3.7072665638676036e-06
Romboutsia,2.1068618723619167e-06
Filifactor,1.2154972340549521e-07
Peptoclostridium,1.2154972340549521e-07
Paeniclostridium,6.077486170274761e-08
Eubacterium,6.381360478788498e-06
Acetobacterium,2.0258287234249202e-07
Alkalibacter,3.03874308513738e-07
Heliomicrobium,3.5249419787593607e-06
Heliorestis,3.4641671170566134e-06
Alkalicella,3.5857168404621085e-06
Symbiobacterium,3.2818425319483706e-06
Candidatus_Syntrophocurvum,1.2762720957576996e-06
Syntrophomonas,2.4309944681099043e-07
Syntrophothermus,1.823245851082428e-07
Christensenella,8.10331489369968e-08
Caldicellulosiruptor,1.6044563489525366e-05
Thermoanaerobacterium,1.2073939191612524e-05
Caldanaerobacter,2.582931622366773e-05
Moorella,4.092174021318338e-06
Thermacetogenium,5.469737553247284e-07
Thermoanaerobacter,2.4309944681099043e-07
Mahella,2.4309944681099043e-07
Thermodesulfobium,1.823245851082428e-07
Halanaerobium,5.1456049574992975e-06
Halothermothrix,6.077486170274761e-08
Halocella,6.077486170274761e-08
Anoxybacter_fermentans,1.0088627042656102e-05
Halobacteroides,6.077486170274761e-08
Natranaerobius,3.950366010678594e-06
Tepidanaerobacter,1.2762720957576996e-06
Biomaibacter,1.2154972340549521e-07
Thermosediminibacter,3.03874308513738e-07
Megasphaera,5.1537082723929965e-05
Veillonella,1.0250693340530095e-05
Dialister,6.077486170274761e-08
Selenomonas,5.408962691544537e-06
Megamonas,2.5930607659838975e-06
Pectinatus,2.4309944681099043e-07
Methylomusa,2.0663452978934185e-06
Pelosinus,3.646491702164856e-07
Sporomusa,6.077486170274761e-08
Phascolarctobacterium,1.6166113212930862e-05
Acidaminococcus,2.0258287234249203e-06
Erysipelothrix,2.3261578316726643e-05
Longicatena,4.193465457489584e-06
Erysipelatoclostridium,2.7146104893893925e-06
Amedibacterium,3.4641671170566134e-06
Bulleidia,6.077486170274761e-08
Turicibacter,6.077486170274761e-08
Helcococcus,3.786273884081176e-05
Peptoniphilus,2.0055704361906707e-06
Anaerococcus,6.989109095815975e-07
Murdochiella,6.685234787302236e-07
Finegoldia,1.823245851082428e-07
Parvimonas,6.077486170274761e-08
Gudongella,1.7320835585283067e-05
Keratinibaculum,4.80121407451706e-06
Tissierella,6.077486170274761e-08
Schnuerera,6.077486170274761e-08
Gottschalkia,1.2154972340549521e-07
Limnochorda,1.0939475106494568e-06
Synechococcus_sp._JA-2-3B'a(2-13),5.980246391550364e-05
Synechococcus_sp._RSCCF101,2.6011640808775972e-05
Synechococcus_sp._CBW1004,1.1547223723522045e-05
Synechococcus_sp._HK01-R,9.845527595845111e-06
Synechococcus_sp._BIOS-U3-1,7.900732021357188e-06
Synechococcus_sp._PROS-U-1,6.442135340491246e-06
Synechococcus_sp._A15-127,4.2542403191923325e-06
Synechococcus_sp._CBW1107,3.6464917021648562e-06
Synechococcus_sp._Minos11,3.2818425319483706e-06
Synechococcus_sp._MIT_S9220,1.8232458510824281e-06
Synechococcus_sp._CB0101,1.3370469574604472e-06
Synechococcus_sp._LA31,8.508480638384664e-07
Synechococcus_sp._KORDI-100,7.292983404329712e-07
Synechococcus_sp._PROS-9-1,6.07748617027476e-07
Synechococcus_sp._SynAce01,6.07748617027476e-07
Synechococcus_sp._RS9909,6.07748617027476e-07
Synechococcus_sp._NIES-970,2.4309944681099043e-07
Synechococcus_sp._MVIR-18-1,1.2154972340549521e-07
Synechococcus_sp._WH_8101,1.2154972340549521e-07
Synechococcus_sp._PCC_7117,1.2154972340549521e-07
Synechococcus_sp._PCC_7003,1.2154972340549521e-07
Synechococcus_sp._CC9311,1.2154972340549521e-07
Synechococcus_sp._LTW-R,1.2154972340549521e-07
Synechococcus_sp._BMK-MC-1,1.2154972340549521e-07
Synechococcus_sp._PCC_8807,1.2154972340549521e-07
Synechococcus_sp._A15-24,1.2154972340549521e-07
Synechococcus_sp._A15-28,1.2154972340549521e-07
Synechococcus_sp._PCC_7502,1.2154972340549521e-07
Synechococcus_sp._M16.1,1.2154972340549521e-07
Synechococcus_lividus,1.4342867361848434e-05
Synechococcus_elongatus,3.03874308513738e-06
Cyanobium_sp._NS01,1.7016961276769328e-06
Cyanobium_sp._NIES-981,6.07748617027476e-07
Cyanobium_gracile,1.3370469574604472e-06
Thermosynechococcus_vulcanus,1.3370469574604472e-06
Dactylococcopsis_salina,2.4309944681099043e-07
Leptolyngbya_sp._PCC_7376,0.0001012509195967775
Leptolyngbya_sp._BL0902,1.9326406021473737e-05
Leptolyngbya_sp._O-77,4.861988936219809e-07
Leptolyngbya_sp._15MV,4.861988936219809e-07
Leptolyngbya_sp._NIES-3755,2.4309944681099043e-07
Acaryochloris_marina,0.00010951630078835118
Synechocystis_sp._CACIAM_05,9.237778978817635e-06
Synechocystis_sp._PCC_7338,6.1990358936802555e-06
Pseudanabaena_sp._ABRG5-3,1.567991431930888e-05
Pseudanabaena_sp._PCC_7367,2.4309944681099043e-07
Halomicronema_hongdechloris,1.5072165702281405e-05
Chamaesiphon_minutus,1.422131763844294e-05
Prochlorococcus_marinus,1.215497234054952e-06
Nostoc_sp._PCC_7107,6.405670423469597e-05
Nostoc_sp._NIES-2111,8.022281744762683e-06
Nostoc_sp._'Lobaria_pulmonaria_(5183)_cyanobiont',6.32058561708575e-06
Nostoc_sp._PCC_7524,5.226638106436294e-06
Nostoc_sp._NIES-4103,3.7680414255703513e-06
Nostoc_sp._TCL26-01,2.4309944681099043e-07
Nostoc_sp._UHCC_0702,2.4309944681099043e-07
Nostoc_sp._CENA543,1.2154972340549521e-07
Nostoc_sp._C052,1.2154972340549521e-07
Nostoc_flagelliforme,6.101796114955859e-05
Nostoc_sphaeroides,8.386930914979169e-06
Nostoc_edaphicum,5.469737553247284e-06
Nostoc_punctiforme,2.4309944681099043e-07
Anabaena_cylindrica,8.168141412849278e-05
Anabaena_sp._90,1.2276522063955015e-05
Richelia_sinica,1.2154972340549521e-07
Trichormus_azollae,1.2154972340549521e-07
Calothrix_sp._NIES-3974,1.6530762383147348e-05
Calothrix_sp._NIES-2098,9.723977872439617e-06
Calothrix_sp._NIES-2100,5.712837000058274e-06
Calothrix_sp._PCC_7507,1.8232458510824281e-06
Calothrix_sp._336/3,4.861988936219809e-07
Calothrix_parasitica,1.6895411553363834e-05
Calothrix_brevissima,9.723977872439617e-06
Calothrix_parietina,5.226638106436294e-06
Anabaenopsis_circularis,1.896175685125725e-05
Anabaenopsis_elenkinii,4.861988936219809e-07
Sphaerospermopsis_kisseleviana,9.60242814903412e-06
Nodularia_spumigena,2.4309944681099043e-07
Dolichospermum_compactum,1.2154972340549521e-07
Rivularia_sp._PCC_7116,1.1061024829900063e-05
Microchaete_diplosiphon,7.292983404329712e-07
Fischerella_sp._NIES-3754,9.237778978817635e-06
Fischerella_sp._NIES-4106,8.508480638384664e-07
Scytonema_sp._HK-05,1.2154972340549521e-07
Scytonema_sp._NIES-4073,1.2154972340549521e-07
Trichodesmium_erythraeum,0.0001745454028102911
Planktothrix_rubescens,2.4309944681099043e-07
Planktothrix_agardhii,1.2154972340549521e-07
Oxynema_sp._AP17,1.9447955744879234e-06
Arthrospira_platensis,1.2154972340549521e-07
Limnospira_indica,1.2154972340549521e-07
Oscillatoria_acuminata,7.548237823481252e-05
Oscillatoria_nigro-viridis,5.4332726362256354e-05
Moorea_producens,4.861988936219809e-07
Geitlerinema_sp._PCC_7407,1.3613569021415463e-05
Crinalium_epipsammum,3.646491702164856e-07
Cyanothece_sp._PCC_7425,2.4309944681099043e-07
Microcystis_aeruginosa,4.934918770263105e-05
Microcystis_sp._MC19,1.543681487249789e-05
Gloeothece_citriformis,3.3547723659916675e-05
Gloeothece_verrucosa,1.4342867361848434e-05
Rippkaea_orientalis,6.07748617027476e-07
Crocosphaera_subtropica,3.646491702164856e-07
Euhalothece_natronophila,2.4309944681099043e-07
Geminocystis_herdmanii,2.844263527688588e-05
Geminocystis_sp._NIES-3709,8.508480638384665e-06
